English,Translation
We have turned night into day! We can control the Earth like an artifact.,Transformamos a noite em dia! Podemos controlar a Terra como um artefato.
High-Density Batteries,Baterias de Alta Densidade
"Develop higher-density alternatives to existing batteries, expanding where they can be used.","Desenvolver alternativas de alta densidade para baterias existentes, ampliando seu uso."
Batteries are a tricky thing. They've heavy and material intensive.,As baterias são uma coisa complicada. Elas são pesadas e dispendiosas.
That means we can use batteries in a lot of places that we couldn't before.,Isso significa que podemos usar baterias em muitos lugares que não podíamos antes.
"But we've figured out a few ways to make them more economical, and lighter too.",Mas descobrimos algumas maneiras de torná-las mais econômicas e mais leves.
Expand Recycling,Expandir Reciclagem
Expand recycling infrastructure to rural and undeveloped areas and implement research and development initiatives in electronics recycling and plasma gasification.,Expandir a infraestrutura de reciclagem para áreas rurais e subdesenvolvidas e implementar iniciativas de pesquisa e desenvolvimento em reciclagem de eletrônicos e gaseificação de plasma.
"The new global recycling program has helped keep plastic out of the ocean, as well as other ecosystems.","O novo programa global de reciclagem ajudou a manter o plástico fora do oceano, assim
como de outros ecossistemas."
It also made the world a bit nicer to live in for humans.,Também tornou o mundo um pouco mais agradável para os humanos.
The elderly folks in my town love hanging out around the drop off facilities making sure people put the correct recyclables in the right bin.,"Os idosos da minha cidade adoram passear pelas instalações de entrega, certificando-se de que as pessoas coloquem os recicláveis corretos na lixeira certa."
Abolish Zoos,Abolir os Zoológicos
"Animals in zoos suffer high mortality, depression, stress, and injuries from patrons. Veterinarians speak of 'zoochosis', where animals pace or sway repetitively. This policy will release animals back into the wild when possible, and place others in sanctuaries.","Animais em zoológicos sofrem alta mortalidade, depressão, estresse e lesões de clientes. Os veterinários falam de 'zoocose', onde os animais andam ou balançam repetidamente. Esta política liberará animais de volta à natureza quando possível e colocará outros em santuários."
"We don't put people in cages anymore, so why do we still think it's ok for animals?","Nós não colocamos mais pessoas em gaiolas, então por que ainda achamos que isso seria bom para os animais?"
I say good riddance to those horrendous institutions of suffering.,Digo adeus para essas instituições horrendas de sofrimento.
Eliminate Natural Predation,Eliminar Predação Natural
"Some say the end point of animal liberation is the ending of all suffering, both amongst farm animals and wild ones. This research project will require planned habitats, cross-species immunocontraception, swimming nanorobots, gene editing, and super computers to manage a global ecosystem free from pain.","Alguns dizem que o ponto final da libertação animal é o fim de todo o sofrimento, tanto
entre os animais de fazenda quanto entre os selvagens. Este projeto de pesquisa
exigirá habitats planejados, imunocontracepção entre espécies, nanorrobôs,
edição de genes e supercomputadores para gerenciar um ecossistema global livre de dor."
"It was quite the undertaking, and an incredibly complex project, but it was worth it in the end.","Foi uma empreitada e um projeto incrivelmente complexo, mas valeu a pena no final."
"I can sleep soundly tonight knowing that no animal is at risk of being hunted, whether by humans or by other animals.","Posso dormir tranquilamente esta noite sabendo que nenhum animal corre o risco de ser caçado, seja por humanos ou por outros animais."
Feminist Science and Technology Studies,Estudos Feministas de Ciência e Tecnologia
Reform the scientific establishment by integrating the insights of forty years of feminist science and technology studies. Help scientists become more self-aware of their own biases and the limits of scientific 'objectivity'. Expand the ranks of scientists by recruiting more women to the highest ranks of their disciplines. All of this will amount to a new scientific revolution.,"Reformar a comunidade científica integrando os resultados de quarenta anos de estudos feministas de
ciência e tecnologia. Ajudar os cientistas a se tornarem mais autoconscientes de seus próprios preconceitos e dos limites da 'objetividade' científica. Expandir as comunidades de cientistas recrutando mais mulheres para os
mais altos escalões de suas disciplinas. Tudo isso equivalerá a uma nova revolução científica."
We've been able to collect much more dynamic data about how the Earth is changing after establishing new kinds of studies.,Conseguimos coletar dados muito mais dinâmicos sobre como a Terra está mudando depois de estabelecer novos tipos de estudos.
Expand Public Transit,Expandir Transportes Públicos
A global effort to develop new comprehensive public transit networks and upgrade ailing existing networks.,Um esforço global para desenvolver novas redes abrangentes de transporte público e atualizar as redes existentes.
"The city air feels fresher somehow, you know?","O ar da cidade parece mais puro de alguma forma, sabe?"
...and these new systems are clogging up the roads and make driving a pain.,...e esses novos sistemas estão obstruindo as estradas e tornando dirigir um incômodo.
(even though I don't use it myself),(mesmo que não use-o eu mesmo)
Well I'm all for public transit...,"Bem, sou a favor do transporte público..."
Communities affected most by highway infrastructure are experiencing less air pollution and increased health.,"As comunidades mais afetadas pela infraestrutura rodoviária estão experimentando menos
poluição do ar e aumento da saúde."
I guess less people are driving now that public transit is so convenient.,Imagino que menos pessoas estão dirigindo agora que o transporte público é tão conveniente.
Factory Farming Reform,Reforma da Pecuária em Confinamento
"Slaughterhouses are still brutal, but for now the kill lines will be slower and some of the worst practices have been banned, such as de-beaking, tail docking, and horn bud burning, as well as feeding animals feces, carcasses, candy, and garbage.","Os matadouros ainda são brutais, mas por enquanto as linhas de abate serão mais lentas e algumas das piores práticas foram banidas, como debicagem, corte de caudas e queima de chifres, além de alimentar animais com fezes, carcaças, doces e lixo."
I feel way less guilty about eating meat now!,Agora me sinto muito menos culpado por comer carne!
This is a bunch of incrementalist garbage!,Isso é um monte de lixo incrementalista!
Slaughterhouse jobs have also gotten much less grim.,Os empregos nos matadouros também ficaram muito menos sombrios.
"A bigger cage is still a cage, and a death sentence still a death sentence!","Uma gaiola maior ainda é uma gaiola, e uma sentença de morte ainda é uma sentença de morte!"
"But it's gotten harder to find meat, which I'm not happy about.","Mas ficou mais difícil encontrar carne, o que não me deixa feliz."
Slaughterhouse jobs are better now,Os empregos nos matadouros estão melhores agora
Agricultural Robotics,Robótica Agrícola
"Increasing production yields for farmers using robots to reduce human labor for tasks like spraying and weeding, crop harvesting, seeding and planting, soil analysis, and livestock feeding.","Aumentar os rendimentos de produção para os agricultores usando robôs para reduzir o trabalho humano para tarefas como pulverização e capina, colheita, semeadura e plantio, análise do solo e alimentação dos rebanhos."
These robots are...ok.,Esses robôs são... aceitáveis.
"But they've freed up some time, so I'm happy about that.","Porém poupam tempo, então estou feliz com isso."
"They still can't handle a lot of environmental conditions encountered on a farm, but they've found some consistent uses.","Eles ainda não conseguem lidar com muitas condições ambientais encontradas em uma
fazenda, mas encontraram alguns usos."
"Nothing compared to my AI, but I don't have to manipulate delicate plants or tread through muddy soil!","Nada comparado à minha inteligência artificial, mas não tenho que manipular plantas delicadas ou pisar em solo lamacento!"
And they kill *a lot* of bugs and other critters...,E eles matam *muitos* insetos e outras pequenas criaturas...
Nuclear Fusion,Fusão nuclear
"Conduct research into nuclear fusion. Odds of success are low and fusion still has many of the drawback of fission (radioactive waste, water-use for coolant, reliant on rare resources), though improved. Still, a possible source of low-carbon plentiful energy.","Realizar pesquisas sobre fusão nuclear. As chances de sucesso são baixas e a fusão ainda
tem muitas das desvantagens da fissão (resíduos radioativos, uso de água para resfriamento, dependente de recursos raros), embora aprimorada.
Ainda assim, uma possível fonte de energia abundante menor emissão de carbono."
Success!,Sucesso!
"It was always 20 years in the future, and it seems like it actually was.","Sempre foi 20 anos no futuro, e parece que realmente foi."
"It's not *free* energy, but it's a lot better than what we had before.","Não é energia *gratuita*, mas é muito melhor do que tínhamos antes."
Our research has failed.,Nossas pesquisas fracassaram.
Fusion power might never become a reality...,A energia por fusão pode nunca se tornar uma realidade...
Ocean Iron Fertilization,Fertilização do Oceano com Ferro
"Dump iron into the oceans to stimulate diatom growth, which might sequester four gigatonnes of CO2 a year. This technique might not work and could have detrimental ecological effects.","Despejar ferro nos oceanos para estimular o crescimento de diatomáceas, que podem sequestrar quatro gigatoneladas de CO₂ por ano. Esta técnica pode não funcionar e pode ter efeitos ecológicos prejudiciais."
"The experiment succeeded in drawing down carbon from the atmosphere, but it had an uninteded side-effect...","O experimento conseguiu retirar carbono da atmosfera, mas teve um efeito colateral inesperado..."
"The rotting algae formed anoxic dead zones on the abyssal plains, killing much ocean life...","As algas podres formaram zonas mortas anóxicas nas planícies abissais, matando muita vida oceânica..."
"The abundance of diatoms not only sequestered carbon, but fed millions of salmon fry and other marine life. This was a great success!","A abundância de diatomáceas não apenas sequestrou carbono, mas também alimentou milhões de alevinos de salmão e outras formas de vida marinha. Este foi um grande sucesso!"
"I suppose iron wasn't a major limiting nutrient, because the blooms of diatoms are rather minor.","Suponho que o ferro não era um nutriente limitante importante, porque as flores de diatomáceas são bem menores."
Back to the drawing board!,De volta à prancheta!
Global Demilitarization,Desmilitarização Global
Begin global program to destroy weapons and scale down military and police budgets around the world.,Iniciar um programa global para destruir armas e reduzir os orçamentos militares e policiais em todo o mundo.
"Demilitarization resulted in a significant drop in global emissions, as well as an increase in global outlook and untold tons of salvageable metals.","A desmilitarização resultou em uma queda significativa nas emissões globais, bem como um aumento nas perspectivas globais e toneladas incontáveis de metais aproveitáveis."
We're totally defenceless now...,Estamos totalmente indefesos agora...
Don't expect me to help you when you're in a fix.,Não espere que o ajude quando estiver em uma situação difícil.
Psyop,Guerra Psicológica
"Carry out 'psychological operations' to increase your political support and discredit your opponents. This can take the form of propaganda, influencing the media, staging events to create the appearance of popular support.","Realizar 'operações psicológicas' para aumentar seu apoio político e desacreditar seus oponentes. Isso pode assumir a forma de propaganda, influenciando a mídia, encenando eventos para criar a aparência de apoio popular."
"I'm glad you agreed to trust me. I'll make things easier for you, but don't ask me how I do it.","Estou feliz que confia em mim. Facilitarei as coisas, mas não me pergunte como faço isso."
Champagne Socialism,Espumante Socialismo
"Make champagne an everyday luxury. After all, socialism is about roses as well as bread.","Tornar o espumante um luxo quotidiano. Afinal, o Socialismo é tanto sobre as rosas como sobre o pão."
"I know the guy who makes these beautiful wines, no sulfates, all natural.","Conheço o cara que faz esses vinhos lindos, sem sulfatos, todos naturais."
We should go up to see his vineyard sometime.,Devíamos subir à Serra para ver a vinha dele algum dia.
Remove Fetters on the Forces of Production!,Remover os Grilhões das Forças de Produção!
Rapidly increase development throughout the world to catch up to Global North levels.,Aumentar rapidamente o desenvolvimento em todo o mundo para alcançar os níveis do Norte Global.
It's nice to have resources directed towards our countries for once.,É bom ter recursos direcionados para nossos países pelo menos uma vez.
"Maybe not...but this is a gesture of good faith, at least.","Talvez não... mas isso é um gesto de boa fé, pelo menos."
Will it ever match the wealth that was stolen from us?,Será que alguma vez corresponderá às riquezas que nos foram roubadas?
I don't think the planet can sustain it!,Não acho que o planeta pode nos sustentar!
You do realize that not everyone can enjoy a high standard of living?,Percebe que nem todos podem desfrutar de um alto padrão de vida?
Degrowth in Developed Regions,Retrocesso em Regiões Desenvolvidas
The good life isn't about having more things. Degrowth reduces energy and material consumption in the Global North while funding social programs to provide material  support for everyone.,A boa vida não é ter mais coisas. O decrescimento reduz o consumo de energia e materiais no Norte Global enquanto financia programas sociais para fornecer apoio material para todos.
What are you doing?,O que você está fazendo?
...this kind of regression isn't necessary..,...esse tipo de regressão não é necessária..
"...with the right technology and conditions, no one has to give anything up...","...com a tecnologia e as condições certas, ninguém tem que abrir mão de nada..."
"You're supposed to make things better, not worse!","Você deveria tornar as coisas melhores, não piores!"
It's about time that we recognize who the main perpetrators of all these crises are.,Já é hora de reconhecermos quem são os principais causadores de todas essas crises.
Multistrata Agroforestry,Agrossilvicultura Multiestratificada
"A perennial cropping system featuring multiple layers of trees and other perennial crops, with high biosequestration impacts and food production.","Um sistema de cultivo perene com várias camadas de árvores e outras culturas perenes, com altos impactos de biosequestro e produção de alimentos."
"With the restoration of the Satoyama forests, students and senior citizens work with farmers to plant rice and clear irrigation channels.","Com a restauração das florestas de Satoyama, estudantes e idosos trabalham com agricultores para plantar arroz e limpar canais de irrigação."
We call ourselves the Matsutake Crusaders. Our co-op has been working together to condition the forest for Matsutake mushrooms to thrive again.,Somos os Cruzados de Matsutake. Nossa cooperativa tem trabalhado para adequar a floresta para que os cogumelos Matsutake prosperem novamente.
"So many more wonderful trees make habitats and store carbon, while still supporting food production.","Muitas outras árvores maravilhosas criam habitats e armazenam carbono, enquanto ainda apoiam a produção de alimentos."
How exciting!,Que legal!
I quite like working under the canopy...the shade's nice.,Gosto muito de trabalhar sob as copas... a sombra é boa.
Restrict Air Travel,Restringir Viagens Aéreas
Limit air travel to only long-haul trips that can't be accomplished by train.,Limitar o tráfego aéreo exclusivamente para viagens de longa distância que não possam ser feitas em trem.
I thought I would hate the inconvenience of not being able to fly...,Pensei que iria odiar a inconveniência de não poder voar...
but who doesn't like trains?,mas quem não gosta de trens?
Militarized Conservation,Conservação Militarizada
"Protect nature preserves with a small army of heavily armed park rangers. Their shoot-to-kill policy against poachers has made conservatism unpopular, especially in the Global South.","Proteger as reservas naturais com um pequeno exército de guardas florestais fortemente
armados. Sua política de atirar para matar contra caçadores furtivos tornou o conservadorismo impopular, especialmente no Sul Global."
"It may appear extreme to some, but sometimes you have to be a little tough with people to keep nature safe.","Pode parecer excessivo para alguns, mas às vezes você precisa ser um pouco firme com as pessoas para manter a natureza segura."
"Some people just don't know any better, you know what I mean?","Algumas pessoas simplesmente não entendem, sabe o que quero dizer?"
Co-Generation,Cogeração
"Install co-generation systems in eligible structures and power facilities to generate electricity and heat at the same time, making use of otherwise wasted heat.","Instalar sistemas de cogeração em estruturas elegíveis e instalações elétricas para gerar eletricidade e calor ao mesmo tempo, aproveitando o calor que seria desperdiçado."
"If we've still got to combust things for energy, this is at least an improvement.","Se ainda temos que queimar coisas para obter energia, isso é pelo menos uma melhoria."
Energy Quotas,Quotas de Energia
"Limit per-capita energy consumption to a level supportive of a good quality of life, though perhaps far lower than wealthier regions are used to.","Limitar o consumo de energia per capita a um nível que sustente uma boa qualidade de vida, embora talvez muito mais baixo do que as regiões mais ricas estão acostumadas."
Reducing energy consumption is an easy way to protect the grid and minimize environmental impact.,Reduzir o consumo de energia é uma maneira fácil de proteger a rede e minimizar o impacto ambiental.
How can anyone survive on such a pathetic amount of energy?,Como alguém pode sobreviver com uma quantidade tão patética de energia?
Reducing,Redução
These restrictions have been ridiculous!,Essas restrições são ridículas!
I'm sure I won't.,Tenho certeza que EU não posso.
I've lived decently on less energy than this...I'm sure you'll get used to it.,Eu vivi decentemente com menos energia do que isso... tenho certeza que você vai se acostumar com isso.
Stakhanovite Shock Workers,Trabalhadores de Choque Estakhanovitas
"People will work longer and harder, but socialism will be built faster.","As pessoas trabalharão mais e mais, mas o socialismo será construído mais rapidamente."
"Wow, we've produced more than fourteen times the usual quota this year alone.","Uau, nós produzimos mais de quatorze vezes a cota usual somente este ano."
My back hurts from these long work hours. I hope it's worth it...,Minhas costas doem nessas longas horas de trabalho. Espero que valha a pena...
De-Extinction Program,Programa de Deextinção
"A controversial technology among ecologists. While attempts to bring back mammoths are likely more crowd pleasers than real science, recently extinct animals might be usefully restored.","Uma tecnologia controversa entre ecologistas. Embora as tentativas de trazer de volta os mamutes sejam provavelmente mais prazeirosas do que a ciência real, animais recentemente
extintos podem ser restaurados de maneira útil."
"We were able to bring back the passenger pigeon, but this quickly became an exotic poultry dish leading to its extinction again.","Conseguimos trazer de volta o pombo passageiro, mas este rapidamente se tornou um prato exótico de aves
levando à sua extinção novamente."
And now I'm getting a lot of requests to use this technology for designer dogs.,E agora estou recebendo muitos pedidos para usar essa tecnologia para cães de grife.
We succeeded in cloning some lost species and successfully re-introduced them into their original ecosystems.,Conseguimos clonar algumas espécies perdidas e reintroduzi-las com sucesso em seus ecossistemas originais.
Surprisingly there haven't been any major issues.,"Surpreendentemente, não houve grandes problemas."
"We succeeded in cloning some lost species, but they all were either short-lived or could not survive in the wild.","Conseguimos clonar algumas espécies perdidas, mas todas tiveram vida curta ou não sobreviveram na natureza."
Cloud Brightening,Clareamento de Nuvens
"Inject particles into clouds to reflect more sunlight, reducing global temperatures.","Injetar partículas em nuvens para refletir mais luz solar, reduzindo as temperaturas globais."
So far we've seen a modest decrease in temperatures.,"Até agora, vimos uma diminuição modesta nas temperaturas."
I don't know how long it will last though.,"Entretanto, não sei quanto tempo vai durar.."
The temporary cooling has reversed.,O resfriamento temporário foi revertido.
Biofabrication,Biofabricação
"Manufacture of products from raw materials such as living cells and biomaterials. Plastics are a major source of demand for fossil fuels, and this technique will help replace materials traditionally composed of animal based products or petroleum based products.","Fabricação de produtos a partir de matérias-primas como células vivas e biomateriais. Os plásticos são uma grande fonte de demanda por combustíveis fósseis, e essa técnica ajudará a substituir materiais tradicionalmente compostos por produtos de origem animal ou derivados de petróleo."
We've shifted quite a lot of petroleum-based plastic to these new biofabrication methods.,Trocamos bastante do plástico à base de petróleo para esses novos métodos de biofabricação.
"Still, we're at least introducing less new CO2 into the atmosphere by avoiding some fossil fuel usage.","Ainda assim, estamos pelo menos introduzindo menos CO₂ novo na atmosfera, evitando o uso de combustível fóssil."
But--even though we use far less plastic than we did pre-revolution--the amount of biomass available still isn't enough to fully replace petroleum-based plastics.,Mas - embora usemos muito menos plástico do que antes da revolução - a quantidade de biomassa disponível ainda não é suficiente para substituir totalmente os plásticos à base de petróleo.
Ban High-Seas Fishing,Banir Pesca em Alto-Mar
"Ban fishing outside of exclusive economic zones (200 miles from the coast), effectively creating a huge nature preserve. However, most fish are near the coast so ecological benefits and economic impacts will be limited.","Proibir a pesca fora de zonas econômicas exclusivas (321 Km da costa), criando uma enorme reserva natural. No entanto, a maioria dos peixes está perto da costa, de modo que os benefícios ecológicos e os impactos econômicos serão limitados."
The high seas fishing ban has had benefits...,A proibição da pesca em alto mar trouxe benefícios...
but they have been limited since less than 10% of global fish catch was on the high seas.,"mas eles têm sido limitados, pois menos de 10% da pesca global ocorria em alto mar."
Maybe we ought to consider a blanket ban on industrial fishing?,Talvez devêssemos considerar uma proibição geral da pesca industrial?
Asteroid Mining,Mineração de Asteroides
"Build out infrastructure to mine, process, and transport minerals from asteroids.","Construir infraestrutura para minerar, processar e transportar minerais de asteroides."
We were able to capture the Davida asteroid and steer it within Earth's orbit and unleash a tremendous amount of lithium and rare earth metals.,Conseguimos capturar o asteroide Davida e conduzi-lo para dentro órbita da Terra e liberar uma tremenda quantidade de lítio e metais de terras raras.
...no doubt many evironmentally-destructive mining practices will become obsolete...,"...sem dúvida, muitas práticas de mineração ambientalmente destrutivas se tornarão obsoletas..."
Phase Out Commercial Fishing,Eliminação Gradual da Pesca Comercial
End subsidies for commercial seafood extraction and implement transition programs for workers in the fishing sector.,"Acabar com os subsídios para a extração comercial de frutos do mar e implementar
programas de transição para os trabalhadores do setor pesqueiro."
"I want my fresh local swordfish, tuna, lobster and crabmeat!","Eu quero meu peixe-espada local fresco, atum, lagosta e carne de caranguejo!"
Now I can't get any of it...,Agora não consigo mais nada...
The hairy-nosed otter (Lutra sumatrana) has been seen again!,A lontra de nariz peludo (Lutra sumatrana) foi vista novamente!
Otters are the best :),As lontras são as melhores :)
"Now a popular manga mascot, this rare otter represents hope and honor.","Atualmente um mascote de um mangá popular, esta lontra rara representa esperança e honra."
Biodiversity in the oceans is bouncing back!,A biodiversidade nos oceanos está se recuperando!
We've seen recovery of old oyster beds and the return of massive schools of cod and sardines.,Assistimos à recuperação de antigos leitos de ostras e ao regresso de maciços cardumes de bacalhau e sardinha.
Reintroduce Apex Predators,Reintroduzir Superpredadores
A global program to reintroduce predators large and small to a variety of ecosystems. This will increase biodiversity and create resilient ecosystems that can sequester more carbon.,"Um programa global para reintroduzir predadores grandes e pequenos em uma variedade de ecossistemas. Isso aumentará a biodiversidade e criará ecossistemas resilientes que podem sequestrar
mais carbono."
"More wolves, lions, cougars, and other large predators means more livestock have been attacked!","Mais lobos, leões, pumas e outros grandes predadores significam que mais animais foram atacados!"
Electric-Arc Furnaces,Fornos de Arco Elétrico
"Improved efficiency compared to a blast furnace. Allows steel to be made from 100% scrap material rather than virgin steelmaking from ores, which is less energy intensive.","Eficiência melhorada em comparação com um alto-forno. Permite que o aço seja feito 100% de material de sucata em vez de aço virgem a partir de minérios, o que consome menos energia."
We've improved efficiency of this process and converted existing steel manufacturing facilities to use it.,"Melhoramos a eficiência desse processo e convertemos as usinas de aço existentes
para usá-lo."
Open-Ocean Fish Farms,Piscicultura em Mar Aberto
"Scale up open ocean fish aquaculture to increase seafood production. This will become more necessary as wild fish populations collapse. It will come at the cost of biodiversity, and of course, the fish themselves.","Ampliar a piscicultura em mar aberto para aumentar a produção de frutos do mar. Isso se tornará mais necessário à medida que as populações de peixes selvagens entrarem em colapso. Virá à custa da biodiversidade e, claro, dos próprios peixes."
"Fish aquaculture may have sustained seafood production, but it only shifted fishing pressure from large fish to smaller ones.","A piscicultura pode ter sustentado a produção de frutos do mar, mas apenas deslocou a pressão da pesca de peixes grandes para peixes menores."
It also incubated new fish pathogens.,Também incubou novos patógenos de peixes.
Battery Storage Network,Rede de Armazenamento com Baterias
Build battery storage capacity and transmission to resolve intermittency and supply issues. Especially useful for a renewable energy dependent grid.,"Construir a capacidade de armazenamento e transmissão da bateria para resolver
problemas de intermitência e fornecimento. Especialmente útil para uma rede dependente de energia renovável."
This new battery network will help a lot with large-scale electrification and improving reliability.,"Esta nova rede de baterias ajudará muito na eletrificação em larga escala e na melhoria da
confiabilidade."
Coastal Wetland Protection and Restoration,Proteção e Recuperação de Banhados
"Coastal wetlands across the globe are given protected status, and historic wetlands are restored.",Os banhados em todo o mundo recebem status de proteção e banhados históricos são restaurados.
I think it's a great shame that eels and frogs don't get the same attention as polar bears and penguins.,É uma pena que enguias e sapos não recebam a mesma atenção que ursos polares e pinguins.
Around 40 percent of all plant and animal species rely on these wetlands.,Cerca de 40% de todas as espécies de plantas e animais dependem dessas zonas úmidas.
"Our slimy friends should be much happier now- along with geese, deer, and all the life in and around these wetlands.","Nossos amigos viscosos devem estar muito mais felizes agora - junto com gansos, veados e toda a vida dentro e ao redor desses pântanos."
Space Elevator,Elevador Espacial
Reduces need for fuel-intensive transport for the space industry.,Reduz a necessidade de transferência intensiva de combustível para a indústria espacial.
"We've successfully built a space elevator, putting the stars one step closer.","Construímos com sucesso um elevador espacial, aproximando as estrelas."
"We're in a better position to expand space activities, if you so choose.","Estamos em melhor posição para expandir as atividades espaciais, se assim o desejar."
I'm so excited to try it out!,Estou tão ansioso para experimentar!
Meatless Mondays,Segundas Sem Carne
"One day a week people will abstain from eating meat, which will reduce demand accordingly. This will reduce pressure on ecosystems and greenhouse gas emissions.","Um dia por semana as pessoas se absterão de comer carne, o que reduzirá a demanda. Isso reduzirá a pressão sobre os ecossistemas e as emissões de gases de efeito estufa."
I found it surprisingly easy to cut meat out of my diet once a week.,Achei surpreendentemente fácil cortar a carne da minha dieta uma vez por semana.
"There are certain meals that feature meat that are important to me, and I would hate to lose them.","Existem certas refeições que contêm carne que são importantes para mim, e eu odiaria perdê-las."
This feels like a slippery slope...,Parece que vamos ladeira abaixo...
But cutting it out every once in awhile feels reasonable to me.,Mas cortar de vez em quando parece razoável para mim.
Vegan Mandate,Mandato Vegano
"Implement a ban on all animal products, effective immediately.","Implementar a proibição de todos os produtos de origem animal, com efeito imediato."
These last few years have been miserable.,Estes últimos anos têm sido miseráveis.
This was long overdue!,Já passou da hora!
"Sure, I get eating less meat, but banning it entirely?","Claro, eu consigo comer menos carne, mas bani-la completamente?"
You're mad with power--how was this a good idea?,Você está louco pelo poder - como isso pode ser uma boa ideia?
Can't we just figure out more sustainable and ethical ways to produce meat?,Não podemos simplesmente descobrir maneiras mais sustentáveis e éticas de produzir carne?
Green Roofs,Telhados Verdes
"Soil and vegetation function as living roof insulation, moderating building temperatures year-round. Greenhouse gas emissions are lower.","Solos e vegetação servem como isolantes vivos para telhados, moderando a temperatura de edifícios o ano todo. Emissões de gás de efeito estufa são menores."
"Did you know that green roofs can reflect up to 80% of the solar energy hitting it, back into space??","Sabia que os telhados verdes podem refletir até 80% da energia solar que os atinge, de volta ao espaço?"
And it's nice to have an additional green space to enjoy.,E é bom ter um espaço verde adicional para desfrutar.
I've noticed that my apartment's temperature is much more consistent now...,Percebi que a temperatura do meu apartamento está muito mais consistente agora...
"My kids stopped complaining as much, at least.","Pelo menos, as crianças pararam de reclamar."
Biochar,BioCarvão Vegetal
Mandate the use of biochar (basically a baked biomass) in agriculture to improve soil health and sequester more carbon.,Obrigar o uso de biocarvão (basicamente uma biomassa cozida) na agricultura para melhorar a saúde do solo e sequestrar mais carbono.
Biochar is doing wonders for my fields.,O biocarvão vegetal está fazendo maravilhas para meus campos.
"Biochar is great for carbon sequestration, but removing so much composting vegetation from ecosystems may cause problems.","O biocarvão vegetal é ótimo para o sequestro de carbono, mas remover tanta vegetação de compostagem dos ecossistemas pode causar problemas."
Good to know that the soil can hold carbon for centuries!,É bom saber que o solo pode reter carbono por séculos!
The soil is richer than what I had before.,O solo é mais rico do que o que eu tinha antes.
Ban Outdoor Cats,Banir Gatos Fora das Casas
"Cats kill 1.3-4 billion birds in US alone. Keeping cats indoors will help preserve avian and reptilian biodiversity, and protect the cats from cars and coyotes too.",Gatos matam 1 a 4 bilhões de pássaros só nos EUA. Manter os gatos dentro de casa ajudará a preservar biodiversidade de aves e répteis e também a proteger os gatos de carros e coiotes.
The ban on outdoor cats is going well.,A proibição de gatos ao ar livre está indo bem.
Wild to think how much damage those critters can do!,Surpreendente quanto dano esses bichos podem fazer!
Stop Food Aid,Terminar Ajuda Alimentar
This policy will reduce population by halting food aid to famished regions. Mortality will go up significantly.,Esta política reduzirá a população ao acabar com interromper a ajuda alimentar às regiões famintas. A mortalidade aumentará significativamente.
"I agree, the battle to feed all of humanity is over.","Concordo, a batalha para alimentar toda a humanidade acabou."
Abolish Prisons,Abolir Prisões
"Instead of prison, institute programs that will target the causes of crime by addressing poverty and mental health issues. Decriminalize sex work, drugs, and other offences that lead to felonies. Restorative justice and graduated re-integration will rehabilitate criminals and reconcile communities.","No lugar de prisões, instituir programas que visam as causas do crime, abordando questões de
pobreza e saúde mental. Descriminalizar o trabalho sexual, drogas e outras condições que levam a crimes.
A justiça restaurativa e a reintegração gradual reabilitarão os criminosos e reconciliarão as comunidades."
It's wrong to lock people up in cages. As a socialist society we can do better than this!,"É errado prender as pessoas em jaulas. Como sociedade socialista, podemos fazer melhor do que isso!"
"If you do this, don't expect help when you need some brute force to back you up...","Se fizer isso, não espere ajuda quando precisar de alguma força bruta para apoiá-lo..."
Wooden Skyscrapers,Arranha-céus de Madeira
Implement an initiative to store carbon captured by trees in human structures.,Implementar uma iniciativa para armazenar carbono capturado por árvores em estruturas.
Significant amounts of carbon were locked into human structures and wide-scale reforestation helped to buffer the ecological strain of increased logging.,Quantidades significativas de carbono foram fixadas em estruturas e o reflorestamento em larga escala ajudou a amortecer a tensão ecológica do aumento da extração de madeira.
"Significant amounts of carbon was locked into human structures, but the increase in logging put a serious strain on forest ecosystems.","Quantidades significativas de carbono foram fixadas em estruturas, mas o aumento da extração de madeira colocou uma enorme pressão sobre os ecossistemas florestais."
Animal husbandry takes up far too much room! Hard trade-offs must be made.,A criação de animais ocupa muito espaço! Compensações devem ser feitas.
3rd Generation Biofuels,Biocombustíveis de 3ª Geração
Develop improved and scalable algae biofuel production processes.,Desenvolver processos de produção de biocombustíveis de algas melhorados e escaláveis.
A genetically altered strain of Nannochloropsis is able to produce a higher concentration of lipids for biofuel and butanol.,Uma cepa geneticamente alterada de Nannochloropsis é capaz de produzir uma maior concentração de lipídios para biocombustível e butanol.
We can now grow and deploy algae-based biofuels at scale.,Agora podemos cultivar e implantar biocombustíveis à base de algas em ampla escala.
Regenerative Agriculture,Agricultura Regenerativa
"Incorporate regenerative agricultural practices like cover crops, wider crop diversity, and minimizing soil disturbance.","Incorpore práticas agrícolas regenerativas, como culturas de cobertura, maior diversidade de culturas e minimização da perturbação do solo."
Adaptations like non-tillage and cover crops made a notable difference in terms of carbon and water retention in soil.,Adaptações como plantio direto e culturas de coberturas fizeram uma diferença notável em termos de retenção de carbono e água no solo.
Rien Faire Comme une Bête,"""Rien Faire Comme une Bête"""
