English,Translation
Nuclear Fusion,Nükleer Füzyon
"Conduct research into nuclear fusion. Odds of success are low and fusion still has many of the drawback of fission (radioactive waste, water-use for coolant, reliant on rare resources), though improved. Still, a possible source of low-carbon plentiful energy.","Nükleer füzyon üzerene araştırma yap. Başarı ihtimali düşük ve füzyon hala fizyonun dezavantajlarına sahip (radyoaktif atık, soğutucu için su kullanımı, nadir kaynak gereksinimi) ama iyileştirilmiş durumda. Bu hala düşük karbon salınımlı ve bolca enerji demek."
Success!,Başarı!
"It was always 20 years in the future, and it seems like it actually was.",Her zaman 20 yıl sonranın teknolojisi gibi görünüyordu ve sanırım gerçekten de öyle.
"It's not *free* energy, but it's a lot better than what we had before.","Bu *bedava* enerji değil, ama daha önce sahip olduğumuz şeylerden çok daha iyi."
Our research has failed.,Araştırmamız başarısız oldu.
Fusion power might never become a reality...,Füzyon enerjisi hiçbir zaman gerçekleşmeyebilir…
Ocean Iron Fertilization,Okyanus Demir Gübrelemesi
"Dump iron into the oceans to stimulate diatom growth, which might sequester four gigatonnes of CO2 a year. This technique might not work and could have detrimental ecological effects.",Deniz yosunu büyümesini teşvik etmek için okyanuslara demir dök ki bu her yıl dört gigaton CO2'yi ayrıştırabilir. Bu teknik işe yaramayabilir ve ekolojiye zarar verebilir.
"The experiment succeeded in drawing down carbon from the atmosphere, but it had an uninteded side-effect...","Deney, atmosferden karbonu çekmeyi başardı, ancak kaçınılmaz bir yan etkisi oldu..."
"The rotting algae formed anoxic dead zones on the abyssal plains, killing much ocean life...","Çürüyen algler, abisal ovalarda anoksik ölü bölgeler oluşturdu ve okyanus yaşamının çoğunu öldürdü..."
"The abundance of diatoms not only sequestered carbon, but fed millions of salmon fry and other marine life. This was a great success!","Diatomların bolluğu sadece karbonu tutmakla kalmadı, aynı zamanda milyonlarca somon yavrusunu ve diğer deniz yaşamını besledi. Bu büyük bir başarı!"
"I suppose iron wasn't a major limiting nutrient, because the blooms of diatoms are rather minor.","Sanırım demir önemli bir sınırlayıcı besin maddesi değildi, çünkü diatomların çiçekleri oldukça küçük."
Back to the drawing board!,Sil baştan!
Global Demilitarization,Küresel Silahsızlandırma
Begin global program to destroy weapons and scale down military and police budgets around the world.,Silahları yok ederken askeri ve kolluk kuvveti bütçelerini azaltacak küresel bir program başlat.
"Demilitarization resulted in a significant drop in global emissions, as well as an increase in global outlook and untold tons of salvageable metals.","Silahsızlanma, küresel salınımlarda önemli bir düşüşün yanı sıra küresel görünüşümüzde iyileşme ve geri dönüştürülebilir metal miktarında artış sağladı."
We're totally defenceless now...,Artık tamamen savunmasızız...
Don't expect me to help you when you're in a fix.,Bir kriz içindeyken sana yardım etmemi bekleme
Psyop,Psikolojik Operasyon
"Carry out 'psychological operations' to increase your political support and discredit your opponents. This can take the form of propaganda, influencing the media, staging events to create the appearance of popular support.","Siyasi desteğinizi artırmak ve rakiplerinizi itibarsızlaştırmak için 'psikolojik operasyonlar' yapın. Bu, propaganda, medyayı etkileme ve halk desteği varmış gibi gözükmek için çeşitli senaryolar düzenleme yoluyla olabilir."
"I'm glad you agreed to trust me. I'll make things easier for you, but don't ask me how I do it.","Bana güvenmeyi kabul ettiğine sevindim. İşleri senin için kolaylaştıracağım, ama bana nasıl yaptığımı sorma."
Champagne Socialism,Şampanya Sosyalizmi
"Make champagne an everyday luxury. After all, socialism is about roses as well as bread.",Şampanyayı gündelik bir lüks haline getir. Ne de olsa sosyalizm ekmek üzerine olduğu kadar da güller üzerinedir.
"I know the guy who makes these beautiful wines, no sulfates, all natural.","Güzel şaraplar yapan bir adamı tanıyorum, sülfatsız, tamamen doğal."
We should go up to see his vineyard sometime.,Bir ara onun üzüm bağını görmeye gitmeliyiz.
Remove Fetters on the Forces of Production!,Üretim Güçlerinin Zincirlerini Yok Et!
Rapidly increase development throughout the world to catch up to Global North levels.,Küresel Kuzey seviyelerini yakalamak için dünya çapında kalkınmayı hızla artırın.
It's nice to have resources directed towards our countries for once.,Kaynakların bir kez olsun ülkelerimize yönlendirilmesi güzel.
"Maybe not...but this is a gesture of good faith, at least.",Belki de değil... Ama bu en azından bir iyi bir jest.
Will it ever match the wealth that was stolen from us?,Bizden çalınan servete denk düşecek mi?
I don't think the planet can sustain it!,Gezegenin bunu sürdürebileceğini sanmıyorum!
You do realize that not everyone can enjoy a high standard of living?,Herkesin yüksek bir yaşam standardının tadını çıkaramayacağının farkında mısın?
Degrowth in Developed Regions,Gelişmiş Bölgelerde Küçülme
The good life isn't about having more things. Degrowth reduces energy and material consumption in the Global North while funding social programs to provide material  support for everyone.,"İyi bir hayat daha fazla şeye sahip olmak demek değildir. Küçülme, Küresel Kuzey'de materyal ve enerji tüketimini azaltırken aynı zamanda herkese destek sağlayacak sosyal programları da fonlayacaktır."
What are you doing?,Ne yapıyorsun?
...this kind of regression isn't necessary..,... Bu tür bir gerileme gerekli değildir.
"...with the right technology and conditions, no one has to give anything up...",... Doğru teknoloji ve koşullarla kimse hiçbir şeyden vazgeçmek zorunda değil...
"You're supposed to make things better, not worse!",Şeyleri daha iyi yapman gerekiyor daha kötü değil!
It's about time that we recognize who the main perpetrators of all these crises are.,Bu krizlerin gerçek failini tanıma vaktimiz geldi de geçiyor.
Multistrata Agroforestry,Çok Katmanlı Tarımsal Ormancılık
"A perennial cropping system featuring multiple layers of trees and other perennial crops, with high biosequestration impacts and food production.","Gıda üretiminde ve biyolojik ayrıştırmada yüksek etkileri olacak, çok yıllık tahıllar ve ağaçlar gibi çok yıllık bitkilerden oluşan bir ekim sistemi"
"With the restoration of the Satoyama forests, students and senior citizens work with farmers to plant rice and clear irrigation channels.","Satoyama ormanlarının restorasyonu için öğrenciler ve yaşlılar, pirinç ekmek ve sulama kanallarını temizlemek için çiftçilerle birlikte çalışıyor."
We call ourselves the Matsutake Crusaders. Our co-op has been working together to condition the forest for Matsutake mushrooms to thrive again.,"Kendimize Matsutake Haçlıları diyoruz. Kooperatifimiz, Matsutake mantarlarının yeniden gelişmesi için ormanı şartlandırmak için birlikte çalışıyor."
"So many more wonderful trees make habitats and store carbon, while still supporting food production.","Daha pek çok harika ağaç, gıda üretimini desteklerken habitat oluşturur ve karbon depolar."
How exciting!,Ne kadar heyecan verici!
I quite like working under the canopy...the shade's nice.,Gölgelik altında çalışmayı çok seviyorum... Gölge güzel.
Restrict Air Travel,Hava Ulaşımını Kısıtla
Limit air travel to only long-haul trips that can't be accomplished by train.,Hava seyahatini trenle gerçekleştirilemeyecek uzun mesafe seyahatlere kısıtla.
I thought I would hate the inconvenience of not being able to fly...,Uçamamanın verdiği rahatsızlıktan nefret edeceğimi düşündüm...
but who doesn't like trains?,Ama trenleri kim sevmez ki?
Militarized Conservation,Silahlandırılmış Koruma
"Protect nature preserves with a small army of heavily armed park rangers. Their shoot-to-kill policy against poachers has made conservatism unpopular, especially in the Global South.","Doğa koruma alanlarını ağır şekilde silahlandırılmış ve bir küçük bir ordu kadar fazla korucu ile koru. Kaçak avcılara karşı 'öldürmek için vur' politikası koruculuğa karşı, özellikle Küresel Güneyde, antipati duyulmasına sebep oluyor."
"It may appear extreme to some, but sometimes you have to be a little tough with people to keep nature safe.","Bazılarına aşırı görünebilir, ancak bazen doğayı güvende tutmak için insanlara karşı biraz sert olmanız gerekir."
"Some people just don't know any better, you know what I mean?","Bazı insanlar daha iyisini bilmiyor, ne demek istediğimi anlıyor musun?"
Co-Generation,Kojenerasyon
"Install co-generation systems in eligible structures and power facilities to generate electricity and heat at the same time, making use of otherwise wasted heat.",Uygun yapılar ve güç tesislerine aynı anda hem ısı hem de elektrik üretmelerini sağlayacak kojenerasyon sistemleri kurarak israf edilen ısıdan yararlan.
"If we've still got to combust things for energy, this is at least an improvement.","Hala enerji için bir şeyleri yakmamız gerekiyorsa, bu en azından bir gelişme."
Energy Quotas,Enerji Kotaları
"Limit per-capita energy consumption to a level supportive of a good quality of life, though perhaps far lower than wealthier regions are used to.","Kişi başına düşen enerji tüketimini; daha zengin bölgelerin alıştığından çok daha düşük olsa da, iyi bir yaşam kalitesini destekleyen bir seviyeye sınırlayın."
Reducing energy consumption is an easy way to protect the grid and minimize environmental impact.,"Enerji tüketimini azaltmak, şebekeyi korumanın ve çevresel etkiyi en aza indirmenin kolay bir yolu."
How can anyone survive on such a pathetic amount of energy?,Bir insan bu kadar acıklı bir enerji miktarıyla nasıl hayatta kalabilir?
Reducing,Azaltılması
These restrictions have been ridiculous!,Bu kısıtlamalar çok saçmaydı!
I'm sure I won't.,Eminim yapmayacağım.
I've lived decently on less energy than this...I'm sure you'll get used to it.,Bundan daha az enerjiyle düzgün bir şekilde yaşadım... Eminim alışacaksın.
Stakhanovite Shock Workers,Stahanovist Şok İşçileri
"People will work longer and harder, but socialism will be built faster.",İnsanlar daha uzun ve daha sıkı çalışacak ama sosyalizm daha hızlı inşaa edilecek.
"Wow, we've produced more than fourteen times the usual quota this year alone.","Vay canına, sadece bu yıl normal kotanın on dört katından fazlasını ürettik."
My back hurts from these long work hours. I hope it's worth it...,Bu uzun çalışma saatlerinden sırtım ağrıyor. Umarım buna değer...
De-Extinction Program,Türdiriltim Programı
"A controversial technology among ecologists. While attempts to bring back mammoths are likely more crowd pleasers than real science, recently extinct animals might be usefully restored.",Çevrebilimciler arasında tartışmaya yol açan bir konu. Mamutları geri getirme gibi projeler gerçek bilimden ziyade halkı memnun etme aracı olarak görülse de bazı soyu tükenmiş hayvanların geri dönüşü işe yarıyabilir.
"We were able to bring back the passenger pigeon, but this quickly became an exotic poultry dish leading to its extinction again.","Yolcu güvercinini geri getirebildik, ancak bu hızla egzotik bir kümes hayvanı yemeği haline geldi ve neslinin tükenmesine neden oldu."
And now I'm getting a lot of requests to use this technology for designer dogs.,"Ve şimdi bu teknolojiyi ""designer"" köpekler için kullanmak için çok fazla talep alıyorum."
We succeeded in cloning some lost species and successfully re-introduced them into their original ecosystems.,Bazı kayıp türleri klonlamayı başardık ve onları orijinal ekosistemlerine başarıyla yeniden dahil ettik.
Surprisingly there haven't been any major issues.,"Şaşırtıcı bir şekilde, herhangi bir önemli sorun olmadı."
"We succeeded in cloning some lost species, but they all were either short-lived or could not survive in the wild.","Bazı kayıp türleri klonlamayı başardık, ancak hepsi ya kısa ömürlüydü ya da vahşi doğada hayatta kalamadı."
Cloud Brightening,Bulut Parlaklaştırma
"Inject particles into clouds to reflect more sunlight, reducing global temperatures.",Daha fazla güneş ışığı yansıtmaları için bulutlara parçacıklar enjekte ederek küresel sıcaklığı azalt.
So far we've seen a modest decrease in temperatures.,Şimdiye kadar sıcaklıklarda mütevazı bir düşüş gördük.
I don't know how long it will last though.,Yine de ne kadar süreceğini bilmiyorum.
The temporary cooling has reversed.,Geçici soğumanın etkisi geçti.
Biofabrication,Biyofabrikasyon
"Manufacture of products from raw materials such as living cells and biomaterials. Plastics are a major source of demand for fossil fuels, and this technique will help replace materials traditionally composed of animal based products or petroleum based products.","Canlı hücreler ve biyomateryaller gibi hammaddelerden ürün üretimi. Plastik, fosil yakıtlar için önemli bir talep kaynağıdır ve bu teknik, geleneksel olarak hayvansal ürünler veya petrol bazlı ürünlerden oluşan malzemelerin yerini almaya yardımcı olacaktır."
We've shifted quite a lot of petroleum-based plastic to these new biofabrication methods.,Petrol bazlı plastiğin büyük bir kısmını bu yeni biyofabrikasyon yöntemlerine kaydırdık.
"Still, we're at least introducing less new CO2 into the atmosphere by avoiding some fossil fuel usage.","Yine de, en azından bazı fosil yakıt kullanımından kaçınarak atmosfere daha az yeni CO2 salıyoruz."
But--even though we use far less plastic than we did pre-revolution--the amount of biomass available still isn't enough to fully replace petroleum-based plastics.,"Ancak, devrim öncesine göre çok daha az plastik kullanmamıza rağmen, mevcut biyokütle miktarı hala petrol bazlı plastiklerin yerini almak için yeterli değil."
Ban High-Seas Fishing,Açık Deniz Balıkçılığını Yasakla
"Ban fishing outside of exclusive economic zones (200 miles from the coast), effectively creating a huge nature preserve. However, most fish are near the coast so ecological benefits and economic impacts will be limited.","Münhasır Ekonomik Bölge (kıyıdan 370 kilometre) haricinde balıkçılığı yasakla; bu, devasa bir tabiatı koruma alanı yaratacak. Fakat çoğu balık kıyıya yakın bölgelerde yaşıyor bu yüzdden ekolojik yararları ve ekonomik etkileri kısıtlı olacak."
The high seas fishing ban has had benefits...,Açık denizlerde avlanma yasağının faydaları oldu...
but they have been limited since less than 10% of global fish catch was on the high seas.,"Ancak, küresel balık avının %10'undan daha azı açık denizlerde olduğu için sınırlı bir etkisi oldu."
Maybe we ought to consider a blanket ban on industrial fishing?,Belki de endüstriyel balıkçılığa genel bir yasak getirmeyi düşünmeliyiz?
Asteroid Mining,Astroit Madenciliği
"Build out infrastructure to mine, process, and transport minerals from asteroids.","Astroidlerden elde edilecek materyalleri kazmak, işlemek ve taşımak için altyapı inşa et."
We were able to capture the Davida asteroid and steer it within Earth's orbit and unleash a tremendous amount of lithium and rare earth metals.,Davida asteroidini yakalayıp Dünya'nın yörüngesine yönlendirebildik ve muazzam miktarda lityum ve nadir toprak metalli elde ettik.
...no doubt many evironmentally-destructive mining practices will become obsolete...,"... Hiç şüphe yok ki, çevreye zarar veren birçok madencilik uygulamasının modası geçmiş olacak..."
Phase Out Commercial Fishing,Ticari Balıkçılığı Bitir
End subsidies for commercial seafood extraction and implement transition programs for workers in the fishing sector.,Ticari deniz ürünlerinin elde edilmesine giden hibeleri kes ve balıkçılık sektöründeki işçiler için dönüşüm programları uygula.
"I want my fresh local swordfish, tuna, lobster and crabmeat!","Taze yerel kılıç balığı, ton balığı, ıstakoz ve yengeç eti istiyorum!"
Now I can't get any of it...,Şimdi hiçbirini alamıyorum...
The hairy-nosed otter (Lutra sumatrana) has been seen again!,Kıllı burunlu su samuru (Lutra sumatrana) tekrar görüldü!
Otters are the best :),Su samurları harika :)
"Now a popular manga mascot, this rare otter represents hope and honor.","Şimdi popüler bir manga maskotu olan bu nadir su samuru, umudu ve onuru temsil ediyor."
Biodiversity in the oceans is bouncing back!,Okyanuslardaki biyoçeşitlilik geri dönüyor!
We've seen recovery of old oyster beds and the return of massive schools of cod and sardines.,Eski istiridye yataklarının toparlandığını ve büyük morina ve sardalya sürülerinin geri döndüğünü gördük.
Reintroduce Apex Predators,Süper Avcıları Tekrardan Doğaya Sal
A global program to reintroduce predators large and small to a variety of ecosystems. This will increase biodiversity and create resilient ecosystems that can sequester more carbon.,"Çeşitli ekosistemlere, büyüğünden küçüğüne birçok farklı yırtıcıyı yeniden tanıtacak küresel bir program. Bu biyoçeşitliliği artıracak ve daha fazla karbon ayrıştırabilecek dayanıklı ekosistemler yaratacaktır."
"More wolves, lions, cougars, and other large predators means more livestock have been attacked!","Daha fazla kurt, aslan, puma ve diğer büyük yırtıcılar, daha fazla çiftlik hayvanının saldırıya uğrayacağı anlamına gelir!"
Electric-Arc Furnaces,Elektrik Arkı Fırınlar
"Improved efficiency compared to a blast furnace. Allows steel to be made from 100% scrap material rather than virgin steelmaking from ores, which is less energy intensive.",Maden ertime ocaklarına kıyasla geliştirilmiş verimlilik. Çeliğin işlenmemiş cevherden yapılması yerine %100 hurda ile yapılmasını sağlayabilir ki bu da daha az enerji kullanımı demek.
We've improved efficiency of this process and converted existing steel manufacturing facilities to use it.,Bu sürecin verimliliğini artırdık ve mevcut çelik üretim tesislerini bunu kullanacak şekilde dönüştürdük.
Open-Ocean Fish Farms,Açık Deniz Balık Çiftlikleri
"Scale up open ocean fish aquaculture to increase seafood production. This will become more necessary as wild fish populations collapse. It will come at the cost of biodiversity, and of course, the fish themselves.","Açık deniz su ürünleri yetiştiriciliğini artır. Balık popülasyonları çöktükce bu daha gerekli hale geliyor. Bu, biyoçeşitliliğe tabii ki balıkların kendilerine mal olacak."
"Fish aquaculture may have sustained seafood production, but it only shifted fishing pressure from large fish to smaller ones.","Balık yetiştiriciliği deniz ürünleri üretimini sürdürmüş olabilir, ancak balıkçılık baskısını yalnızca büyük balıklardan daha küçük balıklara kaydırdı."
It also incubated new fish pathogens.,Ayrıca yeni balık patojenlerinin de oluşmasına sebep oldu.
Battery Storage Network,Batarya Depolama ağı
Build battery storage capacity and transmission to resolve intermittency and supply issues. Especially useful for a renewable energy dependent grid.,Kesinti ve tedarik sorunlarını çözmek için batarya kapasitesini artırın ve iletimi sağlayın. Özellikle yenilenebilir enerjiye bağımlı bir şebekeler için kullanışlıdır.
This new battery network will help a lot with large-scale electrification and improving reliability.,"Bu yeni pil ağı, büyük ölçekli elektrifikasyona ve güvenilirliğin artırılmasına çok yardımcı olacak."
Coastal Wetland Protection and Restoration,Kıyısal Sulak Alanların Korunması ve Restorasyonu
"Coastal wetlands across the globe are given protected status, and historic wetlands are restored.",Dünyanın dört bir yanındaki kıyı sulak alanlarına koruma statüsü verilir ve tarihi sulak alanlar restore edilir.
I think it's a great shame that eels and frogs don't get the same attention as polar bears and penguins.,"Yılan balıklarının ve kurbağaların, kutup ayıları ve penguenlerle aynı ilgiyi görmemesi büyük bir utanç bence."
Around 40 percent of all plant and animal species rely on these wetlands.,Tüm bitki ve hayvan türlerinin yaklaşık yüzde 40'ı yaşam için bu sulak alanlara dayanmakta.
"Our slimy friends should be much happier now- along with geese, deer, and all the life in and around these wetlands.","Kazlar, geyikler ve bu sulak alanların içindeki ve çevresindeki tüm yaşamla birlikte sümüksü dostlarımız şimdi çok daha mutlu olmalı."
Space Elevator,Uzay Asansörü
Reduces need for fuel-intensive transport for the space industry.,Uzay endüstrisi için yoğun yakıt isteyen taşımayı azaltır.
"We've successfully built a space elevator, putting the stars one step closer.",Yıldızları bir adım daha yaklaştıran bir uzay asansörünü başarıyla inşa ettik.
"We're in a better position to expand space activities, if you so choose.",İsterseniz uzay faaliyetlerini genişletmek için daha iyi bir konumdayız.
I'm so excited to try it out!,Denemek için çok heyecanlıyım!
Meatless Mondays,Etsiz Pazartesiler
"One day a week people will abstain from eating meat, which will reduce demand accordingly. This will reduce pressure on ecosystems and greenhouse gas emissions.","İnsanlar haftada bir et yemekten kaçınacaklar, bu talebi uygun oranda azaltacak. Sera gazı salınımları ve ekosistemler üzerinde olan baskı da azalacaktır."
I found it surprisingly easy to cut meat out of my diet once a week.,Haftada bir kez diyetimden eti kesmeyi şaşırtıcı derecede kolay buldum.
"There are certain meals that feature meat that are important to me, and I would hate to lose them.",Benim için önemli olan et içeren bazı yemekler var ve onları kaybetmekten nefret ederim.
This feels like a slippery slope...,Bu kaygan zemin gibi hissettiriyor.
But cutting it out every once in awhile feels reasonable to me.,Ama arada bir kesmek bana da mantıklı geliyor.
Vegan Mandate,Vegan Kanunu
"Implement a ban on all animal products, effective immediately.",Derhal geçerli olacak şekilde tüm hayvan ürünlerini yasakla.
These last few years have been miserable.,Bu son birkaç yıl perişan geçti.
This was long overdue!,Bunun için geç bile kalındı!
"Sure, I get eating less meat, but banning it entirely?",Daha az et yemeyi elbette anlıyorum ama tamamen yasaklamak?
You're mad with power--how was this a good idea?,"Güç seni deli etmiş, bu nasıl iyi bir fikir olabilir?"
Can't we just figure out more sustainable and ethical ways to produce meat?,Et üretmenin daha sürdürülebilir ve etik yollarını bulamaz mıyız?
Green Roofs,Yeşil Çatılar
"Soil and vegetation function as living roof insulation, moderating building temperatures year-round. Greenhouse gas emissions are lower.","Toprak ve bitkiler yaşayan bir çatı insülasyonu olarak iş görüyor, yıl boyunca bina sıcaklığını ılımanlaştırıyor. Sera gazı emisyonları daha az."
"Did you know that green roofs can reflect up to 80% of the solar energy hitting it, back into space??","Yeşil çatıların, kendisine vuran güneş enerjisinin %80'ini uzaya geri yansıtabildiğini biliyor muydunuz?"
And it's nice to have an additional green space to enjoy.,Ve tadını çıkarmak için ek bir yeşil alana sahip olmak güzel.
I've noticed that my apartment's temperature is much more consistent now...,Dairemin sıcaklığının artık çok daha istikrarlı olduğunu fark ettim...
"My kids stopped complaining as much, at least.",En azından çocuklarım eskisi kadar şikayet etmeyi bıraktı.
Biochar,Biyokömür
Mandate the use of biochar (basically a baked biomass) in agriculture to improve soil health and sequester more carbon.,Biyokömür (basitçe pişirilmiş biyokütle) kullanımını toprak kalitesini artırmak ve daha fazla karbon ayrıştırmak için tarımda zorunlu kıl.
Biochar is doing wonders for my fields.,Biyokömür tarlalarım için harikalar yaratıyor.
"Biochar is great for carbon sequestration, but removing so much composting vegetation from ecosystems may cause problems.","Biyokömür, karbon tutma için harika  ancak ekosistemlerden bu kadar çok organik gübre materyalinin çıkarılması sorunlara neden olabilir."
Good to know that the soil can hold carbon for centuries!,Toprağın yüzyıllarca karbon tutabileceğini bilmek güzel!
The soil is richer than what I had before.,Toprak daha önce olduğundan daha zengin.
Ban Outdoor Cats,Sokak Kedilerini Yasakla
"Cats kill 1.3-4 billion birds in US alone. Keeping cats indoors will help preserve avian and reptilian biodiversity, and protect the cats from cars and coyotes too.","Kediler sadece ABD'de her yıl 1.3-4 milyar kuş öldürüyor. Kedileri kapalı alanlarda tutmak kuş ve sürüngen çeşitliliğini korurken, kedileri de arabalar ve çakallardan koruyacaktır."
The ban on outdoor cats is going well.,Sokak kedileri yasağı iyi gidiyor.
Wild to think how much damage those critters can do!,Bu yaratıkların ne kadar zarar verebileceğini düşünmek çılgınca!
Stop Food Aid,Yemek Yardımını Durdur
This policy will reduce population by halting food aid to famished regions. Mortality will go up significantly.,Bu politika açlıkla mücadele eden bölgelere gıda yardımını keserek nüfusu azaltacak. Ölüm oranı önemli ölçüde artacak.
"I agree, the battle to feed all of humanity is over.","Katılıyorum, tüm insanlığı besleme savaşı sona erdi."
Abolish Prisons,Hapishaneleri Ortadan Kaldır
"Instead of prison, institute programs that will target the causes of crime by addressing poverty and mental health issues. Decriminalize sex work, drugs, and other offences that lead to felonies. Restorative justice and graduated re-integration will rehabilitate criminals and reconcile communities.","Hapishane yerine, yoksulluk ve akıl sağlığı sorunlarını ele alarak suçun nedenlerini hedef alacak programlar oluşturun. Seks işçiliğini, uyuşturucuyu ve ağır suçlara yol açan diğer suçları suç olmaktan çıkarın. Onarıcı adalet ve kademeli yeniden entegrasyon, suçluları rehabilite edecek ve toplulukları uzlaştıracaktır."
It's wrong to lock people up in cages. As a socialist society we can do better than this!,İnsanları kafeslere kilitlemek yanlış. Sosyalist bir toplum olarak bundan daha iyisini yapabiliriz!
"If you do this, don't expect help when you need some brute force to back you up...","Bunu yaparsan, kaba kuvvete ihtiyacın olduğunda yardım bekleme..."
Wooden Skyscrapers,Ahşap Gökdelenler
Implement an initiative to store carbon captured by trees in human structures.,Ağaçlar tarafından yakalanan karbonu insan yapılarında depolamak için bir girişim.
Significant amounts of carbon were locked into human structures and wide-scale reforestation helped to buffer the ecological strain of increased logging.,"Önemli miktarda karbon insan yapılarında kilitlendi ve geniş ölçekli yeniden ağaçlandırma, artan ağaç kesiminin ekolojik baskısını tamponlamaya yardımcı oldu."
"Significant amounts of carbon was locked into human structures, but the increase in logging put a serious strain on forest ecosystems.",Önemli miktarda karbon insan yapılarında kilitlendi ancak ağaç kesimindeki artış orman ekosistemleri üzerinde ciddi bir baskı oluşturdu.
Animal husbandry takes up far too much room! Hard trade-offs must be made.,Hayvancılık çok fazla yer kaplıyor! Sert kararlar alınmalı.
3rd Generation Biofuels,3. Jenerasyon Biyoyakıtlar
Develop improved and scalable algae biofuel production processes.,"""Alg biyoyakıt üretim süreçlerini geliştir ve ölçeklendir."
A genetically altered strain of Nannochloropsis is able to produce a higher concentration of lipids for biofuel and butanol.,"Genetiği değiştirilmiş bir Nannochloropsis türü, biyoyakıt ve bütanol için daha yüksek yoğunlukta lipit üretebilir."
We can now grow and deploy algae-based biofuels at scale.,Artık yosun bazlı biyoyakıtları geniş ölçekte yetiştirebilir ve dağıtabiliriz.
Regenerative Agriculture,Rejeneretif Tarım
"Incorporate regenerative agricultural practices like cover crops, wider crop diversity, and minimizing soil disturbance.","Örtü bitkileri, daha geniş mahsul çeşitliliği ve toprak rahatsızlığını en aza indirme gibi rejeneratif tarım uygulamalarını tarım sistemlerine dahil edin."
Adaptations like non-tillage and cover crops made a notable difference in terms of carbon and water retention in soil.,"Toprak işlemesiz bitki ve örtü bitkileri gibi uygulamalar, toprakta karbon ve su tutma açısından kayda değer bir fark yarattı."
Rien Faire Comme une Bête,Rien Faire Comme une Bête
"People won't work as long and instead enjoy more leisure time. Energy-use will go down substantially, but projects will also take longer to finish.","İnsanlar eskisi kadar uzun süre çalışmayacak ve bunun yerine daha fazla boş zamanın tadını çıkaracaklar. Enerji kullanımı önemli ölçüde azalacak, ancak projelerin tamamlanması da daha uzun sürecek."
"Socialism is for the working class, but it isn't about work.","Sosyalizm işçi sınıfı içindir, ama işle ilgili değildir."
"Just chill, comrade.","Sadece dinlen, yoldaş."
"Great!, let's go hang out by the water.","Harika!, hadi su kenarında takılalım."
Solar Radiation Management (SRM),Güneş Radyasyonu İdaresi
"Use high-flying jets to release sulfur aerosols or other particles into the stratosphere, which will reduce incoming solar radiation and cool the planet. Think of it as an artificial and permanent volcanic eruption. The consequences, however, are not fully understood.","üksek uçan jetler sayesinde stratosfere sülfür aerosoller veya diğer parçacıklar sal, bu solar radyasyonu azaltacak ve gezegeni soğutacak. Sonuçları tam olarak anlaşılmış değil."
There has been an increase in acid rain. Delicately synchronized ecologies have been disturbed too.,Asit yağmurlarında artış oldu. Hassas bir şekilde senkronize edilmiş ekolojiler de bozuldu.
"Some areas have experienced cooling, but without significant emissions abatement, SRM needs to be ramped up to keep pace.","Önemli bir emisyon azaltımı olmadan bazı bölgelerde soğutma yaşandı, GRİ'nin ayak uydurmak için artırılması gerekiyor."
Deep Sea Mining,Derin Deniz Madenciliği
"Permit deep sea mining to open up vast new mineral resources, but at high risk to marine ecosystems.",Deniz ekosistemleri için zararlı olmasına rağmen derin deniz madenciliğinin yeni ve devasa mineral kaynaklara erişmesine izin ver.
"A number of deep sea mining operations have sprouted up, opening up a steady supply of many important metals and minerals.",Bir dizi derin deniz madenciliği operasyonu filizlendi ve birçok önemli metal ve mineralin istikrarlı bir şekilde tedarik edilmesini sağladı.
Maybe it's worth it?,Belki buna değer?
"It has however disrupted the lives of those living down there, and plumes of effluent have clouded large parts of the oceans.","Bununla birlikte, orada yaşayanların hayatlarını bozdu ve atık su bulutları okyanusların büyük bir bölümünü bulanıklaştırıyor."
Ban Cars,Arabaları Yasakla
"Ban private vehicles first in urban areas then everywhere. Tear up highways and transform cites, while saving lives, fuel and steel. This is a hard policy to push through, but the gains are immense.","Önce kentsel alanlarda, sonra her yerde özel araçları yasaklayın. Otoyolları yıkın ve şehirleri dönüştürün, aynı zamanda hayat, yakıt ve çelik tasarrufu yapın. Bu, uygulanması zor bir politika ancak kazanımlar çok büyük."
"There has been a rapid decline in fatalities from car accidents, which were on the order of millions of deaths per year.",Sayısı her yıl milyonlara varan araba kazalarından kaynaklanan ölümlerde hızlı bir düşüş oldu.
Air quality is better too!,Hava kalitesi de daha iyi!
...let alone,…Bırakın
Why are you taking so many things away from me!,Neden benden bu kadar çok şeyi alıyorsun!
Passive Building Mandate & Retrofit,Pasif İnşa ve Yenileme Kanunu
"Implement guidelines for all new construction to use little energy thanks to improvements in insulation, clever design, and energy-production, and retrofit existing buildings to follow suit.","Tüm yeni inşaatlar için insülasyon, akıllı tasarım ve enerji üretimi ile birlikte daha az enerji kullanmalarını sağlayacak yönergeler uygula ve eski binaları da uygun şekilde yeniden donat."
"It was a fair bit of work, but everyone appreciates upgrading old housing stock.","Oldukça uzun bir işti, ancak herkes eski konut stoğunu yükseltmeyi takdir ediyor."
"I myself love the calm silence of a passive house. HVAC can be so noisy, eh?","Ben pasif bir evin sakin sessizliğini seviyorum. Havalandırma çok gürültülü olabiliyor, değil mi?"
Indigenous Sovereignty,Yerli Bağımsızlığı
