English,Translation
Algae Biofuels,Biocombustíveis à base de Algas
"Grows fast and produces oils that can be refined into different biofuels, including jet and diesel fuels and produces sugars useful for making butanol and ethanol.","Cresce rápido e produz óleos que podem ser refinados em diferentes biocombustíveis, incluindo combustíveis para aviação e diesel, e produz açúcares úteis para a fabricação de butanol e etanol."
Vertical Farming,Agricultura Vertical
Automated indoor vertical farming. Requires  less water but relies on lights not the sun. Potential to  bring fresh foods directly into communities.,"Agricultura vertical interna automatizada. Requer menos água, mas depende de luzes e não do sol. Pode trazer alimentos frescos diretamente para as comunidades."
Next-Gen Solar PV,FV Solar de Próxima Geração
III-V Semiconductors solar panels and perovskite-based panels,Painéis solares de semicondutores III-V e painéis baseados em perovskita.
This new generation of photovoltaic cells have astounding efficiency improvements.,Esta nova geração de células fotovoltaicas tem melhorias de eficiência surpreendentes.
It makes all sorts of applications feasible now!,Torna diversos tipos de aplicações viáveis!
Luxury for All,Luxo para Todos
"Socialism is about providing not just bread and roses. Perhaps also BVLGARI and Ferraris for all. This policy will raise contentedness, but at a great environmental cost.","O Socialismo é sobre fornecer mais do que pão e rosas. Talvez também BVLGARI e Ferraris para todos. Esta política aumentará a aprovação, mas com um grande custo ambiental."
"Hey well, I guess I'm a socialist after all!","Pensando bem, eu acho que afinal sou um socialista!"
Bread and roses? Pfft! We demand Cartier and caviar!,Pão e rosas? Pfft! Exigimos Cartier e caviar!
Carbon Capture and Sequestration,Captura e Sequestro de Carbono
Mandate installation of point-source carbon capture and sequestration (CSS) on all fossil-fuel using facilities to store CO2 underground.,"Instala tecnologias de captura e sequestração de carbono em fonte pontuais (CSS) em todas as instalações que utilizem combustíveis fósseis, armazenando CO2 no subsolo."
"We were able to reduce emissions somewhat, but leaks and upstream emissions limited the overall amount.","Conseguimos reduzir um pouco as emissões, mas fugas e emissões ascendentes limitaram a quantidade total."
Space Colony,Colónia Espacial
Establish off-world colonies.,Estabelece colónias fora do planeta.
The off-world colony was a success!,A colónia espacial foi um sucesso!
Can you hear me?,Consegue ouvir-me?
...Hello?,...Olá?
The connection's really bad.,A conexão está muito má.
In the process our scout probes explored Europa and discovered life-like forms.,As nossas sondas exploraram a Europa e descobriram sinais de vida.
I'll send you the data for further analysis.,Enviarei os dados para análise.
In the process our robotic scout probes explored Europa,As nossas sondas exploraram a Europa.
The off-world colony was a success!,A colónia espacial foi um sucesso!
...Hello?,...Olá?
Can you hear me?,Consegue ouvir-me?
The connection's really bad.,A conexão está muito má.
Crack Down on Crypto-Mining,Combater Cripto-Mineração
"There is no official money in the post-revolutionary society, but libertarians still use crypto on the black market. Take thousands of these cryptographic-solving machines off the grid to save some electricity.","Não há dinheiro oficial na sociedade pós-revolucionária, mas os libertários ainda usam criptomoedas no mercado negro. Retira milhares destas máquinas de resolução criptográfica da rede para poupar alguma electricidade."
"We've got a lot of extra graphics cards now, not sure what to do with them.","Temos muitas placas gráficas extras agora, não tenho a a certeza do que fazer com elas."
I guess we could recycle them?,Acho que poderíamos reciclá-las?
Sewage Treatment Plants,Centrais de Tratamento de Esgotos
"Build a global network of sewage treatment plants. This will clean up rivers and lakes, produce organic fertilizer, restore habitats, and improve health of local inhabitants.","Constrói uma rede global de estações de tratamento de esgoto. Isto limpará rios e lagos, produzirá fertilizante orgânico, restaurará habitats e melhorará a saúde dos habitantes."
Sewage treatment plants are unglamorous but so vital in improving the quality of  life for people and animals.,"As estações de tratamento de esgoto não são bonitas, mas são vitais para melhorar a qualidade de vida de pessoas e animais."
Esperanto,Esperanto
"Unite humanity in a way it hasn't been since the Tower of Babel. Even better, achieve this goal with an artificial and cosmopolitan language rather than a colonial lingua franca. Once we achieve this goal then the utopia of global equality, peace and prosperity doesn't seem so impossible.","Une a humanidade de uma forma que não acontecia desde a Torre de Babel. Melhor ainda, atinge esse objetivo com uma língua artificial e cosmopolita em vez de uma língua franca colonial. Uma vez que alcançarmos este objetivo, a utopia da igualdade global, paz e prosperidade não parecerá tão impossível."
Lernu la anglan se vi volas gajni monon; lernu Esperanton se vi volas amikiĝi.,Lernu la anglan se vi volas gajni monon; lernu Esperanton se vi volas amikiĝi.
Expand Nature Preserves,Expandir Reservas Naturais
Increase amount of habitable land under protection to preserve biodiversity.,"Aumenta o número de território habitável sob proteção, de modo a preservar a biodiversidade."
This level of land protection is great...a good start.,Este nível de proteção terrestre é ótimo... um bom começo.
Maybe we ought to consider stepping it up a bit?,Talvez devêssemos considerar intensificar um pouco?
But quite a lot of land is still left exposed.,"Apesar disso, muita terra continua exposta."
I'm happy that there's more outdoors for me to hike in and enjoy :),Estou feliz que há mais atividades ao ar livre para me divertir e aproveitar :)
Green Hydrogen,Hidrogénio Verde
"Invest in the development of infrastructure for zero-carbon hydrogen fuel generation. This makes it easier to decarbonize fuel-based industrial processes like steel and concrete productions, but requires lots of electricity.","Investe no desenvolvimento de infraestrutura para a geração de combustível de hidrogénio com zero carbono. Isto facilita a descarbonização de processos industriais baseados em combustível, como produção de aço e betão, mas requer muita eletricidade."
Research and development improved electrolysis efficiency and built infrastructure...,Investigações e desenvolvimento melhoraram a eficiência da eletrólise e a infraestrutura construída...
Hydrogen fuel can now be produced and transported on a mass scale without emissions.,"O combustível de hidrogénio pode agora ser produzido e transportado em grande escala, sem emissões."
Continental Smart Grid,Rede Inteligente Continental
Smart grids can lower the net cost for renewable power by regulating fluctuations with demand response.,As redes inteligentes podem reduzir o custo líquido da energia renovável regulando as flutuações de demanda.
We've successfully integrated more renewable energy due to the smart grid's ability to respond to demand and reduce the chance of blackouts.,Integramos com sucesso mais energia renovável devido à capacidade da rede inteligente de responder à demanda e reduzir a chance de apagões.
Cellular Meat,Carne de Laboratório
"Cell-based meat or ""clean meat"" is in the news, but will it be as popular as meat?","Carne celular ou ""carne limpa"" está nas notícias, mas será tão popular como carne?"
We've figured out enough of the technical hurdles to start producing cellular meat on a larger scale.,Descobrimos como resolver boa parte dos obstáculos técnicos para que possamos produzir carne celular em maior escala.
"Well, I'm glad I can keep eating meat without being guilted by others.","Bem, estou feliz por poder continuar a comer carne sem me acusarem de nada."
It just doesn't hit the same way as real meat...,Não é a mesma coisa que a carne de verdade...
I just hope the eco-freaks don't try to ban cows next.,"Só espero que os eco-doidos não tentem banir as vacas, a seguir."
Fanonist Curriculum,Currículo Fanonista
"New curriculum includes a vast literacy campaign to empower the working class and peasants of the global South. The works of Frantz Fanon, Paulo Freire, Audre Lorde will find a broad audience. This program will improve living conditions in the global South as well as your relationship with the Fanonist.","Novo currículo que inclui uma vasta campanha de alfabetização para empoderar a classe trabalhadora e os camponeses do Sul global. As obras de Frantz Fanon, Paulo Freire, Audre Lorde encontrarão um vasto público. Este programa melhorará as condições de vida no Sul global, bem como a tua relação com os Fanonistas."
It's vital for each generation to discover its mission and to fight for it!,É vital que cada geração descubra a sua missão e lute por ela!
Utopian Curriculum,Currículo Utópico
"Create a new curriculum that will teach students creative skills such as poetry, traditional weaving, and linear programming -- skills that will make them successful 'social engineers' who will think about future utopian possibilities. They will read classics by Ursula Le Guin, William Morris, Thomas More, and Otto Neurath.","Cria um novo currículo que ensine aos alunos habilidades criativas, como poesia, tecelagem tradicional e programação linear - habilidades que os tornarão bons ""engenheiros sociais"" que pensarão em futuras possibilidades utópicas. Eles lerão clássicos de Ursula Le Guin, William Morris, Thomas More e Otto Neurath."
My recycling posters were inspired by Neurath's isotypes. Where would we be today without him!,Os meus cartazes de reciclagem foram inspirados pelos isótipos de Neurath. Onde estaríamos hoje sem ele!?
Consumerist Curriculum,Currículo Consumerista
"Create a new curriculum that won't teach critical thinking, but rather greed and mindless individualism. Just get a good job and try to keep up with the Joneses. Books by Steven Pinker and Thomas Friedman are often assigned; 'American Psycho' is taught unironically. This curriculum improves your relationship to the Consumerist.","Cria um novo currículo que não ensine pensamento critico, mas sim ganância e individualismo irracional. Basta arranjar um bom emprego e tentar acompanhar os vizinhos. Costumam ser atribuídos livros do Steven Pinker e do Thomas Friedman; o 'American Psycho' é ensinado sem ironia. Este currículo melhora a tua relação com o Consumista."
Education is about training people for jobs that pay well.,Educação é treinar pessoas para empregos que pagam bem.
"These jobs might not be fun, but you can afford that fancy electric car or a trip to Cuba (for the beach, not the planning bureau).","Estes trabalhos podem não ser agradáveis, mas poderás comprar aquele carro elétrico chique ou uma viagem para Cuba (para a praia, não para o gabinete de planificação)"
Close Borders,Fechar Fronteiras
"Close borders between regions to slow down the movement of climate refugees. It will keep rich countries content but could spell doom for poor, hotter ones.","Fecha as fronteiras entre as regiões para desacelerar o movimento de refugiados climáticos. Isto manterá os países ricos satisfeitos, mas pode significar a ruína para países pobres e mais quentes."
"Closing the border is a tough decision, I know.","Fechar a fronteira é uma decisão difícil, eu sei."
...and people are always the most troublesome variable.,...e as pessoas são sempre a variável mais problemática.
All these problems become easier to manage if you can simplify your variables...,Todos estes problemas ficam mais fáceis de gerir se puderes simplificar as suas variáveis...
But it's for the greater good. Otherwise things would spiral out of control.,"Mas é para um bem maior. Caso contrário, as coisas sairiam do controle."
Rotational Grazing,Rotação de Pastagens
"Cycle livestock through different pastures to allow other parts to regrow and recover. Sceptics think it will not have much of an effect, but it is popular with consumers.","Rotação de rebanhos por diferentes pastagens para permitir que outras partes cresçam e se recuperem. Os céticos acham que não terá muito efeito, mas é popular entre os consumidores."
This didn't really do much.,Não fez muita diferença.
Ecofeminist Curriculum,Currículo Ecofeminista
"This new curriculum will teach students to think critically about the supposed objectivity of science or the naturalness of patriarchy. Students will read classics such as the 'Cyborg Manifesto', the 'Sexual Politics of Meat', the 'Parable of the Sower'. This policy will improve your relationship with the Ecofeminist.","Este novo currículo ensinará aos alunos a pensar criticamente sobre a suposta objetividade da ciencia e a naturalidade do patriarcado. Alunos lerão clássicos como 'O Manifesto Cyborgue', 'Politicas Sexuais da Carne', 'Parábola do Semeador'. Esta política melhorará a tua relação com as Ecofeministas."
The students have organized a local group to implement multistrata agroforestry. Will you support them?,Os estudantes organizaram um grupo local para implementar a agrossilvicultura multiestratificada. Vais apoiá-los?
Sure.,Claro.
"Multistrata agroforestry is a system for various types of crops to benefit each other, while also being a place where people of different ages and professions can work together.","A agrossilvicultura multiestratificada é um sistema para que vários tipos de cultivos se beneficiem mutuamente, além de ser um local onde pessoas de diferentes idades e profissões podem trabalhar juntas."
Underwater Biosphere,Biosfera Subaquática
"Build a self-sustainable underwater habitat for long-term human, plant and animal habitation.","Constrói um habitat subaquático auto-sustentável para habitação humana, vegetal e animal a longo prazo."
We did it!,Conseguimos!
"We've built the perfect self-sufficient biosphere with built-in systems to manage air, water, food and electricity.","Construímos a biosfera autossuficiente perfeita com sistemas integrados para gerir o ar, água, alimentos e eletricidade."
"I'm not sure anyone would want to *live* in these domes, but they provide a great environment for research.","Não tenho certeza se alguém gostaria de *viver* nestas cúpulas, mas elas proporcionam um ótimo ambiente para investigação."
"While the center bio-dome monitors life-support operations, humans, plants and animals would live and interact in the surrounding domes.","Enquanto o biodomo central monitora as operações de suporte à vida, humanos, plantas e animais viveriam e interagiriam nos domos circundantes."
Phage Therapy,Fagoterapia
"Research the use of viruses ('phages') to kill bacteria. See this as a global insurance policy against the eventual obsolescence of antibiotics due to antimicrobial resistance (AMR). Phages might not be as effective as antibiotics, but they are better than nothing.","Investiga a utilização de vírus (""fagos"") para matar bactérias. Vê isto como um seguro global contra a eventual obsolescência de antibióticos devido à resistência antimicrobiana (RAM). Os fagos podem não ser tão eficazes como os antibióticos, mas são melhores do que nada."
"It was a major effort, but it will be worthwhile. AMR might kill ten million people a year.","Foi um grande esforço, mas vai valer a pena. A resistência a antibióticos pode matar dez milhões de pessoas por ano."
It would be better if we addressed the causes of AMR by shrinking the industrial livestock industry and improving living standards in the Global South...,Seria melhor se abordássemos as causas da resistência a antibióticos diminuindo a indústria pecuária industrial e melhorando os padrões de vida no Sul Global...
Suspend Parliament,Suspender Parlamento
"Suspend parliament so that nothing gets in the way of your plans. This will give you some time and political capital carry out your agenda, but discontent will increase.","Suspende o parlamento para que nada interfira com os teus planos. Isto vai te dar algum tempo e capital político para aplicares a tua agenda, descontentamento aumentará"
We have taken over the global parliament and sent the legislators home.,Assumimos o parlamento global e mandamos os legisladores para casa.
The revolution that overthrew capitalism was not so long ago.,Não faz muito tempo que a revolução derrubou o capitalismo.
They can rise up again.,Eles podem voltar.
You will be able to pass any laws you want by decree.,Poderás aprovar quaisquer leis que desejares por decreto.
"Yet, the people are seething underneath your boot.","No entanto, as pessoas estão a ferver debaixo da tua bota."
Soil Fertility AI,IA para Fertilidade dos Solos
"A sensing layer for all the world's farms. pH level, temperature, Moisture content and NPK (nitrogen, phosphorus, and potassium) to help to evaluate and manage soil fertility.","Uma camada de detecção para todas as fazendas do mundo. Nível de pH, temperatura, húmidade e NPK (nitrogênio, fósforo e potássio) para ajudar a avaliar e gerenciar a fertilidade do solo."
We've seen a modest boost in crop yields from this new infrastructure.,Vimos um aumento modesto no rendimento das colheitas com esta nova infraestrutura.
"Strangely, we keep getting emails from the spinach saying they want 10x as much nitrogen than necessary.","Estranhamente, não paramos de receber mensagens dos espinafres, a dizer que querem 10 vezes mais nitrogênio do que o necessário."
Mine Moon for Tritium,Minar Trítio na Lua
"Tritium is a rare fuel used in fusion reactors, but it is plentiful on the moon.","O trítio é um combustível raro usado em reatores de fusão, mas é abundante na lua."
Well the mining initiative was a success!,"Bem, a iniciativa de mineração foi um sucesso!"
"We've tapped into enough tritium to cover our fusion needs for, well, forever as far as I can tell.","Aproveitamos trítio suficiente para cobrir as nossas necessidades de fusão, enfim, para sempre, até onde posso dizer."
Reconcile Town and Country,Reconciliar a Cidade e o Campo
"Achieve a goal set out in the Communist Manifesto: the 'gradual abolition of all the distinction between town and country by a more equable distribution of the populace over the country.' Bring culture into the countryside to combat the 'idiocy' of rural life. Bring farms and gardens into the city, so people can discover their green thumbs.",Atinge o objetivo delimitado no Manifesto Comunista: a 'abolição gradual de toda a distinção entre cidade e campo por meio de uma distribuição mais equitativa da população pelo país'. Traz cultura para o campo de modo a combater a 'idiotia' da vida rural. Traz quintas e jardins para a cidade para que as pessoas descubram o seu dedo verde.
Quite a lot of people have made the move to the countryside.,Muitas pessoas mudaram-se para o campo.
Most have reported it as an improvement in their quality of life.,A maioria relatou isso como uma melhora na qualidade de vida.
"It's a lot quieter, and the fresh air has done wonders for me.",Há muito menos ruído e o ar puro é uma maravilha.
Organic and fossil-free agriculture requires more labor than industrial farming.,A agricultura orgânica e livre de fósseis requer mais mão de obra do que a agricultura industrial.
Mass Electrification,Elétrificação em Massa
"Mass electrify services and devices that typically rely on fuels and not electricity, such as transportation and major industrial processes (e.g. steel and concrete).","Electrifica em massa os serviços e dispositivos que tipicamente dependem de combustíveis e não de electricidade, tais como transportes e processos industriais importantes (por exemplo, aço e betão)."
You hear that?,Ouves?
...just the sweet hum of electricity.,...apenas o doce zumbido da eletricidade.
"No more roaring and rattling of engines, the sputtering and belching of combustion...","Chega de rugidos e ruídos de motores, crepitações e arrotos de combustão..."
...music to my ears.,...música para meus ouvidos.
...,...
"Gadgets, Fast Fashion, and Endless TV","Engenhocas, Fast Fashion e Programas de TV"
Improve morale the easy way. The Romans had bread and circuses...,Melhora o moral da forma mais fácil. Os romanos tinham pão e circo...
I love watching old shows that I've already seen a dozen times.,Adoro ver séries antigas que já vi uma dúzia de vezes.
Something about it makes me feel comforted by the nostalgia.,"A nostalgia delas deixa-me confortada, não sei bem porquê."
Drought-Resistant Crops,Plantações Resistentes a Secas
Develop new more drought-resistant varieties and encourage the adoption of existing drought-resistant crops.,Desenvolve novas variedades mais resistentes a secas e encoraja a adoção de plantações resistentes a secas.
Droughts aren't nearly as devastating as they once were thanks to these new varieties.,"As secas não são tão devastadoras quanto antes, graças a estas novas variedades."
Glad I can rest a bit easier now.,"Que bom poder descansar um pouco, agora."
They're especially welcome in regions normally at high risk for water shortages.,Elas são especialmente bem-vindas em regiões com alto risco de escassez de água.
Direct Air Capture,Captura Direta do Ar
Install DAC units to take CO2 out of the atmosphere.,Instala unidades de CDA para retirar CO2 da atmosfera
"The first DAC installations are up and running, and sucking carbon out of the air.",As primeiras instalações de captura direta de ar estão a funcionar e a sugar o carbono do ar.
"It's not a huge amount though, and it needs a lot of energy.","Contudo, não é uma quantidade significativa, além de precisar de muita energia."
"You can expand the DAC capacity in the planning tool, if you want.","Podes expandir a capacidade da captura direta de ar na ferramenta de planificação, se quiseres."
Food Waste Campaign,Campanha Contra o Desperdício Alimentar
Begin a campaign to address food waste across all parts of the food system.,Inicia uma campanha contra o desperdício alimentar em todas as partes do sistema alimentar.
The Food Waste Campaign has been very successful!,A Campanha Contra o Desperdício Alimentar tem feito muito sucesso!
We have a reliable stream of extra organic material too.,"Além disso, temos um fluxo confiável de material orgânico extra."
"We could process this into biomaterials, such as crichton from crab shells, and streamline the process for large scale production.","Poderíamos processar isso em biomateriais, como o crichton de conchas de caranguejo, e simplificar o processo para produção em larga escala."
Animal Liberationist Curriculum,Currículo de Libertação Animal
"Give students an anti-speciesist education where they question human supremacy. After all, what makes us so different from animals? Students will read classics such as 'Beasts of Burden', 'Animal Liberation', and 'Zoopolis'. This educational program will improve your relations with the Animal Liberationist.","Introduz uma educação antiespecista, onde os alunos questionem a supremacia humana. Afinal de contas, o que nos torna tão diferentes dos outros animais? Os estudantes lerão clássicos como 'Beasts of Burden', 'Libertação Animal' e 'Zoopolis'. Este programa educacional melhorará as relações com os Libertacionistas pelos Animais."
The new curriculum instills children with a sense of compassion for all human and non-human animals.,"O novo programa instila nas crianças um senso de compaixão por todos os animais, humanos e não humanos."
Carbon-Negative Concrete,Betão Carbono Negativo
Scale up carbon-negative concrete production processes.,Escala a utilização de processos de produção de betão carbono negativo.
We've seen modest CO2 emission reductions by adapting lower impact production processes.,Vimos reduções modestas de emissões de CO₂ adaptando processos de produção de menor impacto.
Artificial Moons,Luas Artificiais
Illuminate cities using satellites that will reflect sunlight onto nighttime cities below. This project will marginally lower electrical demand and will adversely affect nocturnal animals.,Ilumina cidades usando satélites que refletirão luz solar para cidades noturnos em baixo. Este projeto reduzirá marginalmente a procura de eletricidade e afetará adversamente animais noturnos.
We have turned night into day! We can control the Earth like an artifact.,Transformamos a noite em dia! Podemos controlar a Terra como um artefato.
High-Density Batteries,Baterias de Alta Densidade
"Develop higher-density alternatives to existing batteries, expanding where they can be used.","Desenvolve alternativas de alta densidade para baterias existentes, ampliando o seu uso."
Batteries are a tricky thing. They've heavy and material intensive.,As baterias são uma coisa complicada. Elas são pesadas e dispendiosas.
That means we can use batteries in a lot of places that we couldn't before.,Isso significa que podemos usar baterias em muitos lugares que não podíamos antes.
"But we've figured out a few ways to make them more economical, and lighter too.",Mas descobrimos algumas maneiras de torná-las mais económicas e mais leves.
Expand Recycling,Expandir Reciclagem
Expand recycling infrastructure to rural and undeveloped areas and implement research and development initiatives in electronics recycling and plasma gasification.,Expande as infra-estruturas de reciclagem para áreas rurais e subdesenvolvidas e implementa iniciativas de investigação e desenvolvimento em reciclagem electrónica e gaseificação de plasma.
"The new global recycling program has helped keep plastic out of the ocean, as well as other ecosystems.","O novo programa global de reciclagem ajudou a manter o plástico fora do oceano, assim
como de outros ecossistemas."
It also made the world a bit nicer to live in for humans.,Também tornou o mundo um pouco mais agradável para os humanos.
The elderly folks in my town love hanging out around the drop off facilities making sure people put the correct recyclables in the right bin.,"Os idosos da minha cidade adoram passear pelas instalações de entrega, certificando-se de que as pessoas põem os recicláveis corretos no contentor correto."
Abolish Zoos,Abolir Jardins Zoológicos
"Animals in zoos suffer high mortality, depression, stress, and injuries from patrons. Veterinarians speak of 'zoochosis', where animals pace or sway repetitively. This policy will release animals back into the wild when possible, and place others in sanctuaries.","Animais em jardins zoológicos sofrem de alta mortalidade, depressão, stress e lesões de clientes. Os veterinários falam de 'zoocose', onde os animais andam ou balançam repetidamente. Esta política libertará animais de volta à natureza quando possível e colocará outros em santuários."
"We don't put people in cages anymore, so why do we still think it's ok for animals?","Nós já não metemos pessoas em jaulas, então porque é que ainda achamos que isso é normal com animais?"
I say good riddance to those horrendous institutions of suffering.,Eu dou adeus para essas instituições horrendas de sofrimento.
Eliminate Natural Predation,Eliminar Predação Natural
"Some say the end point of animal liberation is the ending of all suffering, both amongst farm animals and wild ones. This research project will require planned habitats, cross-species immunocontraception, swimming nanorobots, gene editing, and super computers to manage a global ecosystem free from pain.","Alguns dizem que o objetivo final da libertação animal é o fim de todo o sofrimento, tanto entre os animais de fazenda como entre os selvagens. Este projeto de pesquisa exigirá habitats planeados, imunocontracepção entre espécies, nanorrobôs, edição de genes e supercomputadores para gerenciar um ecossistema global livre de dor."
"It was quite the undertaking, and an incredibly complex project, but it was worth it in the end.","Foi um esforço enorme, e um projeto incrivelmente complexo, mas valeu a pena."
"I can sleep soundly tonight knowing that no animal is at risk of being hunted, whether by humans or by other animals.","Posso dormir tranquilamente agora, sabendo que nenhum animal corre o risco de ser caçado, seja por humanos ou por outros animais."
Feminist Science and Technology Studies,Ciência Feminista e Estudos Tecnológicos
Reform the scientific establishment by integrating the insights of forty years of feminist science and technology studies. Help scientists become more self-aware of their own biases and the limits of scientific 'objectivity'. Expand the ranks of scientists by recruiting more women to the highest ranks of their disciplines. All of this will amount to a new scientific revolution.,Reforma a comunidade científica integrando os resultados de quarenta anos de estudos de ciência e tecnologia feministas . Ajuda os cientistas a tornarem-se mais autoconscientes de seus próprios preconceitos e dos limites da 'objetividade' científica. Expande as comunidades de cientistas recrutando mais mulheres para os mais altos escalões de suas disciplinas. Tudo isso equivalerá a uma nova revolução científica.
We've been able to collect much more dynamic data about how the Earth is changing after establishing new kinds of studies.,Conseguimos armazenar dados muito mais dinâmicos sobre como a Terra está a mudar depois de estabelecer novos tipos de estudos.
Expand Public Transit,Expandir Transportes Públicos
A global effort to develop new comprehensive public transit networks and upgrade ailing existing networks.,Um esforço global para desenvolver novas redes públicas de transporte abrangentes de transporte e atualizar as redes existentes.
"The city air feels fresher somehow, you know?","O ar da cidade parece mais puro, não achas?"
...and these new systems are clogging up the roads and make driving a pain.,...e estes novos sistemas estão a obstruir as estradas e a fazer com que dirigir seja um incómodo.
(even though I don't use it myself),(mesmo que eu não o use)
Well I'm all for public transit...,"Bem, eu sou a favor do transporte público..."
Communities affected most by highway infrastructure are experiencing less air pollution and increased health.,"As comunidades mais afetadas pela infraestrutura rodoviária estão a experienciar menos
poluição do ar e aumento da saúde."
I guess less people are driving now that public transit is so convenient.,"Imagino que menos pessoas estejam a dirigir, agora que o transporte público é tão conveniente."
Factory Farming Reform,Reformar Pecuária Intensiva
"Slaughterhouses are still brutal, but for now the kill lines will be slower and some of the worst practices have been banned, such as de-beaking, tail docking, and horn bud burning, as well as feeding animals feces, carcasses, candy, and garbage.","Os matadouros ainda são brutais, mas por enquanto as linhas de abate serão mais lentas e algumas das piores práticas foram banidas, como debicagem, corte de caudas e queima de chifres, tal como alimentar animais com fezes, carcaças, doces e lixo."
I feel way less guilty about eating meat now!,Sinto-me bem menos culpado por comer carne!
This is a bunch of incrementalist garbage!,Isso é um monte de lixo incrementalista!
Slaughterhouse jobs have also gotten much less grim.,Os empregos nos matadouros também ficaram muito menos sombrios.
"A bigger cage is still a cage, and a death sentence still a death sentence!","Uma jaula maior não deixa de ser uma jaula, e uma sentença de morte não deixa de ser uma sentença de morte!"
"But it's gotten harder to find meat, which I'm not happy about.","Mas tornou-se mais difícil encontrar carne, o que não me deixa feliz."
Slaughterhouse jobs are better now,Os empregos nos matadouros estão melhores agora.
Agricultural Robotics,Robótica Agricultural
"Increasing production yields for farmers using robots to reduce human labor for tasks like spraying and weeding, crop harvesting, seeding and planting, soil analysis, and livestock feeding.","Aumenta os rendimentos de produção dos agricultores que utilizam robots para reduzir o trabalho humano em tarefas como a pulverização e a monda, colheita de culturas, sementeira e a plantação, análise do solo e alimentação do gado."
These robots are...ok.,Estes robôs são... aceitáveis.
"But they've freed up some time, so I'm happy about that.","Porém, poupam tempo, então fico feliz."
"They still can't handle a lot of environmental conditions encountered on a farm, but they've found some consistent uses.","Ainda não conseguem lidar com muitas condições ambientais encontradas numa
quinta, mas tiveram alguns usos consistentes."
"Nothing compared to my AI, but I don't have to manipulate delicate plants or tread through muddy soil!","Nada comparado à minha IA, mas não tenho que manipular plantas delicadas ou pisar solo lamacento!"
And they kill *a lot* of bugs and other critters...,E matam *muitos* insetos e outras pequenas criaturas...
Nuclear Fusion,Fusão Nuclear
"Conduct research into nuclear fusion. Odds of success are low and fusion still has many of the drawback of fission (radioactive waste, water-use for coolant, reliant on rare resources), though improved. Still, a possible source of low-carbon plentiful energy.","Realiza investigações sobre fusão nuclear. As chances de sucesso são baixas e a fusão ainda tem muitas das desvantagens da fissão (resíduos radioativos, uso de água para arrefecimento, dependência de recursos raros), embora com melhoramentos. Ainda assim, uma possível fonte de energia abundante menor emissão de carbono."
Success!,Sucesso!
"It was always 20 years in the future, and it seems like it actually was.","Sempre foi 20 anos no futuro, e parece que realmente foi."
"It's not *free* energy, but it's a lot better than what we had before.","Não é energia *grátis*, mas é muito melhor do que tínhamos antes."
Our research has failed.,As nossas investigações fracassaram.
Fusion power might never become a reality...,A energia por fusão poderá nunca tornar-se realidade...
Ocean Iron Fertilization,Fertilização do Oceano com Ferro
"Dump iron into the oceans to stimulate diatom growth, which might sequester four gigatonnes of CO2 a year. This technique might not work and could have detrimental ecological effects.","Despeja ferro nos oceanos para estimular o crescimento de diatomáceas, que podem sequestrar quatro gigatoneladas de CO2 por ano. Esta técnica pode não funcionar e pode ter efeitos ecológicos prejudiciais."
"The experiment succeeded in drawing down carbon from the atmosphere, but it had an uninteded side-effect...","A experiência conseguiu retirar carbono da atmosfera, mas teve um efeito colateral inesperado..."
"The rotting algae formed anoxic dead zones on the abyssal plains, killing much ocean life...","As algas podres formaram zonas mortas anóxicas nas planícies abissais, matando muita vida oceânica..."
"The abundance of diatoms not only sequestered carbon, but fed millions of salmon fry and other marine life. This was a great success!","A abundância de diatomáceas não apenas capturou carbono, mas também alimentou milhões de alevinos de salmão e outras formas de vida marinha. Foi um grande sucesso!"
"I suppose iron wasn't a major limiting nutrient, because the blooms of diatoms are rather minor.","Parece que ferro não era um nutriente limitante importante, porque as flores de diatomáceas são bem menores."
Back to the drawing board!,De volta à prancheta!
Global Demilitarization,Desmilitarização Global
Begin global program to destroy weapons and scale down military and police budgets around the world.,Inicia um programa global para destruir armas e reduzir os orçamentos militares e policiais em todo o mundo.
"Demilitarization resulted in a significant drop in global emissions, as well as an increase in global outlook and untold tons of salvageable metals.","A desmilitarização resultou numa queda significativa nas emissões globais, bem como um aumento nas perspectivas globais e toneladas incontáveis de metais aproveitáveis."
We're totally defenceless now...,Estamos totalmente indefesos agora...
Don't expect me to help you when you're in a fix.,Não esperes que eu te ajude quando estiveres com problemas.
Psyop,Operações Psicológicas
"Carry out 'psychological operations' to increase your political support and discredit your opponents. This can take the form of propaganda, influencing the media, staging events to create the appearance of popular support.","Realiza 'operações psicológicas' para aumentar o teu apoio político e desacreditar os teus oponentes. Isto pode assumir a forma de propaganda, influenciando os media, encenando eventos para criar a aparência de apoio popular."
"I'm glad you agreed to trust me. I'll make things easier for you, but don't ask me how I do it.","Fico feliz por confiares em mim. Facilitarei as coisas, mas não me perguntes como."
Champagne Socialism,Socialismo Champanhe
"Make champagne an everyday luxury. After all, socialism is about roses as well as bread.","Faz do champanhe um luxo quotidiano. Afinal de contas, o Socialismo é tanto sobre as rosas como sobre o pão."
"I know the guy who makes these beautiful wines, no sulfates, all natural.","Conheço o homem que faz estes vinhos fantásticos, sem sulfatos, todos naturais."
We should go up to see his vineyard sometime.,Devíamos visitar a vinha dele um dia destes.
Remove Fetters on the Forces of Production!,Remover Obstáculos ás Forças de Produção!
