English,Translation
I say good riddance to those horrendous institutions of suffering.,ฉันขอให้ยกเลิกสถานทวีทุกข์อันน่าสยดสยองพวกนั้นเสีย
Eliminate Natural Predation,กำจัดการล่าเหยื่อตามธรรมชาติ
"Some say the end point of animal liberation is the ending of all suffering, both amongst farm animals and wild ones. This research project will require planned habitats, cross-species immunocontraception, swimming nanorobots, gene editing, and super computers to manage a global ecosystem free from pain.",บางคนกล่าวว่าจุดสิ้นสุดของการปลดปล่อยสัตว์คือการสิ้นสุดของความทุกข์ทรมานทั้งในหมู่สัตว์ในฟาร์มและสัตว์ป่า โครงการวิจัยนี้จำเป็นต้องมีแหล่งอาศัยที่เตรียมไว้แล้ว การคุมกำเนิดข้ามสายพันธุ์ หุ่นยนต์นาโนว่ายน้ำ การตัดต่อยีน และซูเปอร์คอมพิวเตอร์เพื่อจัดการระบบนิเวศทั่วโลกที่ปราศจากความเจ็บปวด
"It was quite the undertaking, and an incredibly complex project, but it was worth it in the end.",มันเป็นงานที่ค่อนข้างยากและเป็นโครงการที่ซับซ้อนอย่างไม่น่าเชื่อ แต่สุดท้ายมันก็คุ้มค่า
"I can sleep soundly tonight knowing that no animal is at risk of being hunted, whether by humans or by other animals.",คืนนี้ฉันสามารถนอนหลับสบายโดยรู้ว่าไม่มีสัตว์ตัวใดที่เสี่ยงต่อการถูกล่า ไม่ว่าจะโดยมนุษย์หรือสัตว์อื่นก็ตาม
Feminist Science and Technology Studies,การศึกษาวิทยาศาสตร์เชิงสตรีนิยมและเทคโนโลยี
Reform the scientific establishment by integrating the insights of forty years of feminist science and technology studies. Help scientists become more self-aware of their own biases and the limits of scientific 'objectivity'. Expand the ranks of scientists by recruiting more women to the highest ranks of their disciplines. All of this will amount to a new scientific revolution.,"ปฏิรูปสถานประกอบการทางวิทยาศาสตร์โดยการบูรณาการข้อมูลเชิงลึกของการศึกษาวิทยาศาสตร์และเทคโนโลยีสตรีนิยมสี่สิบปี ช่วยให้นักวิทยาศาสตร์ตระหนักถึงอคติของตนเองและขีดจำกัดของ ""ความเป็นกลาง"" ทางวิทยาศาสตร์ ขยายตำแหน่งนักวิทยาศาสตร์โดยการสรรหาผู้หญิงให้ดำรงตำแหน่งสูงสุดในสาขาวิชาของตนมากขึ้น ทั้งหมดนี้ถือเป็นการปฏิวัติทางวิทยาศาสตร์ครั้งใหม่"
We've been able to collect much more dynamic data about how the Earth is changing after establishing new kinds of studies.,เราสามารถรวบรวมข้อมูลแบบไดนามิกเกี่ยวกับการเปลี่ยนแปลงของโลกมากขึ้นหลังจากที่มีการศึกษาในรูปแบบใหม่ ๆ
Expand Public Transit,ขยายการขนส่งสาธารณะ
A global effort to develop new comprehensive public transit networks and upgrade ailing existing networks.,ความพยายามระดับโลกในการพัฒนาเครือข่ายการขนส่งสาธารณะใหม่ที่ครอบคลุมและอัพเกรดเครือข่ายที่แต่เดิมไม่ดี
"The city air feels fresher somehow, you know?",อากาศในเมืองรู้สึกสดชื่นขึ้นนะรู้ไหม?
...and these new systems are clogging up the roads and make driving a pain.,...และระบบใหม่เหล่านี้กำลังอุดตันถนนและทำให้การขับขี่ลำบาก
(even though I don't use it myself),(ถึงแม้ฉันจะไม่ได้ใช้เองก็ตาม)
Well I'm all for public transit...,ฉันสนับสนุนขนส่งสาธารณะสุดกำลัง
Communities affected most by highway infrastructure are experiencing less air pollution and increased health.,ชุมชนที่ได้รับผลกระทบจากโครงสร้างพื้นฐานทางหลวงส่วนใหญ่ประสบปัญหามลพิษทางอากาศน้อยลงและมีสุขภาพที่ดีขึ้น
I guess less people are driving now that public transit is so convenient.,ฉันเดาว่าตอนนี้คนขับรถน้อยลงเพราะการขนส่งสาธารณะสะดวกมาก
Factory Farming Reform,การปฏิรูปการทำฟาร์มโรงงาน
"Slaughterhouses are still brutal, but for now the kill lines will be slower and some of the worst practices have been banned, such as de-beaking, tail docking, and horn bud burning, as well as feeding animals feces, carcasses, candy, and garbage.",โรงฆ่าสัตว์ยังคงเป็นที่โหดร้าย แต่ตอนนี้สายพานการฆ่าถูกชะลอลงแล้ว และการกระทำที่เลวร้ายที่สุดบางอย่างได้ถูกแบนแล้ว เช่น การตัดจะงอยปาก การตัดหาง และการเผาหน่อเขาสัตว์ รวมถึงการให้อาหารด้วยอุจจาระ ซากสัตว์อื่น ลูกกวาด และ ขยะ
I feel way less guilty about eating meat now!,ตอนนี้ฉันรู้สึกผิดน้อยลงกับการกินเนื้อสัตว์แล้ว!
This is a bunch of incrementalist garbage!,นี่มันแนวคิดพวกหัวเก่าแสนเหลวไหลชัด ๆ!
Slaughterhouse jobs have also gotten much less grim.,โรงฆ่าสัตว์มีเรื่องเลวร้ายน้อยลงเช่นกัน
"A bigger cage is still a cage, and a death sentence still a death sentence!",กรงที่ใหญ่กว่าก็ยังเป็นกรง และโทษประหารชีวิตก็ยังเป็นโทษประหารชีวิต!
"But it's gotten harder to find meat, which I'm not happy about.",แต่มันจะหาเนื้อสัตว์ได้ยากขึ้น ซึ่งฉันไม่ค่อยพอใจนัก
Slaughterhouse jobs are better now,งานโรงฆ่าสัตว์ดีขึ้นแล้ว
Agricultural Robotics,หุ่นยนต์เกษตรกรรม
"Increasing production yields for farmers using robots to reduce human labor for tasks like spraying and weeding, crop harvesting, seeding and planting, soil analysis, and livestock feeding.",เพิ่มผลผลิตสำหรับเกษตรกรที่ใช้หุ่นยนต์เพื่อลดแรงงานมนุษย์สำหรับงานต่าง ๆ เช่น การฉีดพ่นและกำจัดวัชพืช การเก็บเกี่ยวพืชผล การเพาะเมล็ดและการปลูก การวิเคราะห์ดิน และการให้อาหารปศุสัตว์
These robots are...ok.,หุ่นยนต์พวกนี้ก็...โอเคอยู่
"But they've freed up some time, so I'm happy about that.",แต่พวกเขาก็ถูกปล่อยมาระยะหนึ่งแล้ว ฉันจึงพอใจอยู่บ้าง
"They still can't handle a lot of environmental conditions encountered on a farm, but they've found some consistent uses.",พวกเขายังคงไม่สามารถจัดการกับสภาพแวดล้อมส่วนใหญ่ที่พบในฟาร์มได้ แต่พวกเขาพบว่ามีการใช้งานที่พอรับได้บ้าง
"Nothing compared to my AI, but I don't have to manipulate delicate plants or tread through muddy soil!",ไม่มีอะไรเทียบได้กับปัญญาประดิษฐ์ของฉันได้ แต่ฉันไม่จำเป็นต้องจัดการกับพืชที่บอบบางหรือเหยียบย่ำดินโคลน!
And they kill *a lot* of bugs and other critters...,และพวกมันฆ่าแมลงและสัตว์อื่น ๆ *มากมาย*...
Nuclear Fusion,นิวเคลียร์ฟิวชั่น
"Conduct research into nuclear fusion. Odds of success are low and fusion still has many of the drawback of fission (radioactive waste, water-use for coolant, reliant on rare resources), though improved. Still, a possible source of low-carbon plentiful energy.",ทำการวิจัยเกี่ยวกับนิวเคลียร์ฟิวชัน โอกาสสำเร็จมีน้อย อีกทั้งการฟิวชันยังคงมีข้อเสียเปรียบหลายประการถ้าเทียบกับฟิชชัน (กากกัมมันตภาพรังสี การใช้น้ำเป็นสารหล่อเย็น การพึ่งพาทรัพยากรหายาก) แม้ว่าจะมีการปรับปรุงให้ดีขึ้นก็ตาม ทั้งนี้ยังคงเป็นแหล่งพลังงานคาร์บอนต่ำที่เป็นไปได้
Success!,สำเร็จ!
"It was always 20 years in the future, and it seems like it actually was.",ต้องใช้เวลาอีก 20 ปีข้างหน้าเสมอ และดูเหมือนว่าจะเป็นแบบนี้ตลอด
"It's not *free* energy, but it's a lot better than what we had before.",ไม่ใช่พลังงาน *ฟรี* แต่มันดีกว่าที่เราเคยมีมามาก
Our research has failed.,การวิจัยของเราล้มเหลว
Fusion power might never become a reality...,พลังฟิวชั่นอาจไม่มีวันเป็นจริงได้...
Ocean Iron Fertilization,การบำรุงเลี้ยงธาตุเหล็กในมหาสมุทร
"Dump iron into the oceans to stimulate diatom growth, which might sequester four gigatonnes of CO2 a year. This technique might not work and could have detrimental ecological effects.",ทิ้งเหล็กลงสู่มหาสมุทรเพื่อกระตุ้นการเจริญเติบโตของไดอะตอม ซึ่งอาจกักเก็บคาร์บอนไดออกไซด์ได้สี่กิกะตันต่อปี แต่เทคนิคนี้อาจไม่ได้ผลและอาจส่งผลเสียต่อระบบนิเวศ
"The experiment succeeded in drawing down carbon from the atmosphere, but it had an uninteded side-effect...",การทดลองการดึงคาร์บอนออกจากชั้นบรรยากาศประสบความสำเร็จ แต่มีผลข้างเคียงที่ไม่พึงปรารถนาอยู่...
"The rotting algae formed anoxic dead zones on the abyssal plains, killing much ocean life...",สาหร่ายที่เน่าเปื่อยทำให้เกิดเขตมรณะที่เป็นพิษบนที่ราบลึก คร่าชีวิตสัตว์ทะเลไปมากมาย...
"The abundance of diatoms not only sequestered carbon, but fed millions of salmon fry and other marine life. This was a great success!",ไดอะตอมที่อุดมสมบูรณ์ไม่เพียงแต่กักเก็บคาร์บอนเท่านั้น แต่ยังเป็นอาหารของปลาแซลมอนหลายล้านตัวและสัตว์ทะเลอื่น ๆ อีก นี่เป็นความสำเร็จที่ยิ่งใหญ่!
"I suppose iron wasn't a major limiting nutrient, because the blooms of diatoms are rather minor.",ฉันคิดว่าธาตุเหล็กไม่ใช่สารอาหารสำคัญอย่างเดียว เพราะการบานของไดอะตอมนั้นค่อนข้างน้อย
Back to the drawing board!,กลับไปที่กระดานวาดเขียน!
Global Demilitarization,การลดกำลังทหารทั่วโลก
Begin global program to destroy weapons and scale down military and police budgets around the world.,เริ่มต้นโครงการระดับโลกเพื่อทำลายอาวุธและลดงบประมาณทางการทหารและตำรวจทั่วโลก
"Demilitarization resulted in a significant drop in global emissions, as well as an increase in global outlook and untold tons of salvageable metals.",การลดกำลังทหารส่งผลให้การปล่อยก๊าซเรือนกระจกทั่วโลกลดลงอย่างมีนัยสำคัญ เช่นเดียวกับทัศนียภาพโลกที่เพิ่มขึ้นและโลหะที่สามารถกอบกู้ได้อีกนับไม่ถ้วน
We're totally defenceless now...,ตอนนี้เราป้องกันตัวไม่ได้แล้ว...
Don't expect me to help you when you're in a fix.,อย่าคาดหวังให้ฉันช่วยคุณเมื่อคุณอยู่ในช่วงลำบาก
Psyop,ปฏิบัติการจิตวิทยา
"Carry out 'psychological operations' to increase your political support and discredit your opponents. This can take the form of propaganda, influencing the media, staging events to create the appearance of popular support.","ดำเนินการ ""ปฏิบัติการทางจิตวิทยา"" เพื่อเพิ่มการสนับสนุนทางการเมืองแก่ตนและดิสเครดิตคู่ต่อสู้ของคุณ ซึ่งอาจอยู่ในรูปแบบของการโฆษณาชวนเชื่อ สร้างอิทธิพลคุมสื่อ หรือการจัดกิจกรรมเพื่อสร้างภาพลักษณ์ของการสนับสนุนจากประชาชน"
"I'm glad you agreed to trust me. I'll make things easier for you, but don't ask me how I do it.",ดีใจนะที่คุณตกลงจะเชื่อใจฉัน ฉันจะทำให้ทุกอย่างง่ายขึ้น แต่อย่าถามว่าฉันจะทำอย่างไรนะ
Champagne Socialism,สังคมนิยมแชมเปญ
"Make champagne an everyday luxury. After all, socialism is about roses as well as bread.",ทำให้แชมเปญกลายเป็นความหรูหราในทุก ๆ วัน ท้ายที่สุดแล้ว สังคมนิยมเป็นเรื่องเกี่ยวกับดอกกุหลาบและขนมปัง
"I know the guy who makes these beautiful wines, no sulfates, all natural.",ฉันรู้จักคนที่ทำไวน์แสนเลอค่าเหล่านี้ ไม่มีซัลเฟต และเป็นธรรมชาติทั้งหมด
We should go up to see his vineyard sometime.,เราควรขึ้นไปดูไร่องุ่นของเขาบ้างแล้ว
Remove Fetters on the Forces of Production!,ปลดโซ่ตรวนแก่อำนาจการผลิต!
Rapidly increase development throughout the world to catch up to Global North levels.,เพิ่มการพัฒนาทั่วโลกอย่างรวดเร็วเพื่อไล่ตามระดับโลกซีกเหนือ
It's nice to have resources directed towards our countries for once.,เป็นเรื่องดีที่มีทรัพยากรมุ่งตรงไปยังประเทศของเราบ้าง
"Maybe not...but this is a gesture of good faith, at least.",อาจจะไม่...แต่อย่างน้อยนี่ก็เป็นการแสดงเจตนาดี
Will it ever match the wealth that was stolen from us?,มันจะเทียบได้กับความมั่งคั่งที่ถูกขโมยไปจากเราหรือ?
I don't think the planet can sustain it!,ฉันไม่คิดว่าโลกจะสามารถรองรับมันได้!
You do realize that not everyone can enjoy a high standard of living?,คุณรู้ใช่ไหมว่าไม่ใช่ทุกคนที่สามารถมีมาตรฐานการครองชีพที่สูงได้?
Degrowth in Developed Regions,ลดความเจริญในภูมิภาคที่พัฒนาแล้ว
The good life isn't about having more things. Degrowth reduces energy and material consumption in the Global North while funding social programs to provide material  support for everyone.,ชีวิตที่ดีไม่ได้เกี่ยวกับการมีสิ่งต่าง ๆ มากขึ้น การลดการพัฒนาจะช่วยลดการใช้พลังงานและวัสดุในโลกฝ่ายเหนือ ในขณะเดียวกันก็ให้ทุนสนับสนุนโครงการทางสังคมเพื่อให้การสนับสนุนด้านวัตถุสำหรับทุกคน
What are you doing?,คุณกำลังทำอะไร?
...this kind of regression isn't necessary..,...การถดถอยแบบนี้ไม่จำเป็น..
"...with the right technology and conditions, no one has to give anything up...",...ด้วยเทคโนโลยีและเงื่อนไขที่เหมาะสม จะไม่มีใครต้องยอมแพ้...
"You're supposed to make things better, not worse!",คุณควรจะทำให้สิ่งต่าง ๆ ดีขึ้นไม่ใช่แย่ลง!
It's about time that we recognize who the main perpetrators of all these crises are.,ถึงเวลาแล้วที่เราจะต้องตระหนักว่าใครคือผู้ที่ทำให้เกิดวิกฤตการณ์ทั้งหมดนี้
Multistrata Agroforestry,การเกษตรป่าไม้หลายชั้น
"A perennial cropping system featuring multiple layers of trees and other perennial crops, with high biosequestration impacts and food production.",ระบบการปลูกพืชยืนต้นที่มีต้นไม้หลายชั้นและพืชยืนต้นอื่น ๆ ที่มีผลกระทบต่อการผลิตอาหารและการกักเก็บทางชีวภาพสูง
"With the restoration of the Satoyama forests, students and senior citizens work with farmers to plant rice and clear irrigation channels.",ด้วยการฟื้นฟูป่าซาโตยามะ นักศึกษาและผู้สูงอายุทำงานร่วมกับเกษตรกรเพื่อปลูกข้าวและทำช่องทางชลประทานที่ชัดเจน
We call ourselves the Matsutake Crusaders. Our co-op has been working together to condition the forest for Matsutake mushrooms to thrive again.,เราเรียกตัวเองว่าอัศวินมัตสึทาเกะ สหกรณ์ของเราได้ทำงานร่วมกันเพื่อปรับสภาพป่าเพื่อให้เห็ดมัตสึทาเกะกลับมาเจริญเติบโตอีกครั้ง
"So many more wonderful trees make habitats and store carbon, while still supporting food production.",มีต้นไม้สวยงามมากมายสร้างที่คอยสร้างอยู่อาศัยและกักเก็บคาร์บอน ในขณะที่ช่วยเสริมการผลิตอาหารไปด้วย
How exciting!,ช่างน่าตื่นเต้น!
I quite like working under the canopy...the shade's nice.,ฉันชอบทำงานใต้ร่มไม้มาก...ร่มรื่นดี
Restrict Air Travel,จำกัดการเดินทางทางอากาศ
Limit air travel to only long-haul trips that can't be accomplished by train.,สงวนการเดินทางทางอากาศไว้เฉพาะการเดินทางระยะไกลที่ไม่สามารถเดินทางได้โดยรถไฟ
I thought I would hate the inconvenience of not being able to fly...,ฉันว่าฉันต้องเกลียดความไม่สะดวกที่ไม่สามารถบินได้แน่ ๆ...
but who doesn't like trains?,แต่ใครล่ะจะไม่ชอบรถไฟ?
Militarized Conservation,การอนุรักษ์ทางทหาร
"Protect nature preserves with a small army of heavily armed park rangers. Their shoot-to-kill policy against poachers has made conservatism unpopular, especially in the Global South.",ปกป้องเขตอนุรักษ์ธรรมชาติด้วยกองทัพขนาดเล็กที่ประกอบด้วยเจ้าหน้าที่อุทยานติดอาวุธหนัก นโยบายการยิงเพื่อสังหารพวกลักลอบล่าสัตว์ทำให้ลัทธิอนุรักษ์นิยมไม่เป็นที่นิยม โดยเฉพาะในประเทศซีกโลกใต้
"It may appear extreme to some, but sometimes you have to be a little tough with people to keep nature safe.",อาจดูสุดโต่งสำหรับบางคน แต่บางครั้งคุณต้องเข้มงวดกับผู้คนเล็กน้อยเพื่อปกป้องธรรมชาติให้ปลอดภัย
"Some people just don't know any better, you know what I mean?",บางคนก็ไม่รู้อะไรดีไปกว่านั้น คุณรู้ใช่ไหมว่าฉันหมายความว่ายังไง?
Co-Generation,โรงไฟฟ้าผลิตพลังงานร่วม
"Install co-generation systems in eligible structures and power facilities to generate electricity and heat at the same time, making use of otherwise wasted heat.",ติดตั้งระบบผลิตไฟฟ้าร่วมในโครงสร้างที่เหมาะสม และโรงงานผลิตไฟฟ้าเพื่อผลิตไฟฟ้าและความร้อนไปพร้อม ๆ กัน โดยใช้ประโยชน์จากความร้อนที่เสียเปล่า
"If we've still got to combust things for energy, this is at least an improvement.",หากเรายังคงต้องเผาสิ่งต่าง ๆ ให้เป็นพลังงาน อย่างน้อยนี่ก็เป็นการพัฒนาที่ดีขึ้น
Energy Quotas,โควต้าพลังงาน
"Limit per-capita energy consumption to a level supportive of a good quality of life, though perhaps far lower than wealthier regions are used to.",จำกัดการใช้พลังงานต่อหัวให้อยู่ในระดับที่สนับสนุนคุณภาพชีวิตที่ดี แม้ว่าอาจจะต่ำกว่าภูมิภาคที่ร่ำรวยกว่ามากก็ตาม
Reducing energy consumption is an easy way to protect the grid and minimize environmental impact.,การลดการใช้พลังงานเป็นวิธีง่าย ๆ ในการปกป้องโครงข่ายไฟฟ้าและลดผลกระทบต่อสิ่งแวดล้อม
How can anyone survive on such a pathetic amount of energy?,ทุกคนสามารถอยู่รอดได้อย่างไรด้วยพลังงานอันน่าสมเพชเช่นนี้หรือ?
Reducing,ลด
These restrictions have been ridiculous!,ข้อจำกัดเหล่านี้ช่างไร้สาระ!
I'm sure I won't.,ไม่ อย่างแน่นอนสำหรับฉัน
I've lived decently on less energy than this...I'm sure you'll get used to it.,ฉันใช้ชีวิตได้ดีโดยใช้พลังงานน้อยกว่านี้อีก...ฉันมั่นใจว่าเดี๋ยวคุณก็จะชิน
Stakhanovite Shock Workers,กรรมกรแรงงานหนักสายสตาคานอฟ
"People will work longer and harder, but socialism will be built faster.",มวลชนจะทำงานนานขึ้นและหนักขึ้น แต่สังคมนิยมจะถูกสร้างให้เกิดเร็วขึ้น
"Wow, we've produced more than fourteen times the usual quota this year alone.",ว้าว เราผลิตโควต้าปกติได้มากกว่าสิบสี่เท่าในปีนี้เพียงปีเดียว
My back hurts from these long work hours. I hope it's worth it...,ฉันต้องทนปวดหลังเพราะชั่วโมงทำงานอันยาวนานนี้ ฉันหวังว่ามันจะคุ้มค่านะ...
De-Extinction Program,โครงการฟื้นคืนสัตว์สูญพันธุ์
"A controversial technology among ecologists. While attempts to bring back mammoths are likely more crowd pleasers than real science, recently extinct animals might be usefully restored.",เทคโนโลยีที่เป็นที่ถกเถียงกันในหมู่นักนิเวศวิทยา แม้ว่าความพยายามที่จะนำแมมมอธกลับมาน่าจะเป็นการทำให้คนชื่นชอบมากกว่าจะเป็นวิทยาศาสตร์จริง ๆ แต่สัตว์ที่สูญพันธุ์ไปเมื่อเร็ว ๆ นี้อาจจะได้รับการฟื้นฟูอย่างมีประโยชน์ได้
"We were able to bring back the passenger pigeon, but this quickly became an exotic poultry dish leading to its extinction again.",เราสามารถกลับมาใช้นกพิราบโดยสารได้ แต่มันกลับกลายมาเป็นอาหารสัตว์ปีกแปลกใหม่ที่นำไปสู่การสูญพันธุ์อีกครั้งอย่างรวดเร็ว
And now I'm getting a lot of requests to use this technology for designer dogs.,และตอนนี้ฉันได้รับคำเยอะมากให้ใช้เทคโนโลยีนี้กับสุนัขลูกผสม
We succeeded in cloning some lost species and successfully re-introduced them into their original ecosystems.,เราประสบความสำเร็จในการโคลนนิ่งสัตว์บางชนิดที่สูญหายไปและนำพวกมันกลับคืนสู่ระบบนิเวศดั้งเดิมได้สำเร็จ
Surprisingly there haven't been any major issues.,น่าแปลกที่ยังไม่มีประเด็นสำคัญใด ๆ
"We succeeded in cloning some lost species, but they all were either short-lived or could not survive in the wild.",เราประสบความสำเร็จในการโคลนนิ่งบางสายพันธุ์ที่สูญหายไป แต่ทั้งหมดล้วนมีอายุสั้นหรือไม่สามารถอยู่รอดในป่าได้
Cloud Brightening,การสะท้อนแสงอาทิตย์กลับด้วยเมฆ
"Inject particles into clouds to reflect more sunlight, reducing global temperatures.",ฉีดอนุภาคลงในเมฆเพื่อสะท้อนแสงแดดมากขึ้น ซึ่งจะช่วยลดอุณหภูมิโลก
So far we've seen a modest decrease in temperatures.,จนถึงตอนนี้ เราพบว่าอุณหภูมิลดลงเล็กน้อย
I don't know how long it will last though.,ฉันไม่รู้ว่ามันจะนานแค่ไหน
The temporary cooling has reversed.,การระบายความร้อนชั่วคราวเกิดกระบวนการย้อนกลับ
Biofabrication,การสร้างผลิตภัณฑ์จากสารชีวภาพ
"Manufacture of products from raw materials such as living cells and biomaterials. Plastics are a major source of demand for fossil fuels, and this technique will help replace materials traditionally composed of animal based products or petroleum based products.",การผลิตผลิตภัณฑ์จากวัตถุดิบ เช่น เซลล์มีชีวิตและวัสดุชีวภาพ พลาสติกเป็นแหล่งสำคัญของความต้องการเชื้อเพลิงฟอสซิล และเทคนิคนี้จะช่วยทดแทนวัสดุที่ปกติประกอบด้วยผลิตภัณฑ์จากสัตว์หรือผลิตภัณฑ์ที่ได้จากปิโตรเลียม
We've shifted quite a lot of petroleum-based plastic to these new biofabrication methods.,เราได้เปลี่ยนวิธีการพลาสติกจากปิโตรเลียมขนานใหญ่มาสู่วิธีการผลิตทางชีวภาพแบบใหม่เหล่านี้
"Still, we're at least introducing less new CO2 into the atmosphere by avoiding some fossil fuel usage.",ถึงกระนั้น อย่างน้อยเราก็ลดการปล่อย CO2 สู่ชั้นบรรยากาศให้น้อยลงโดยการหลีกเลี่ยงการใช้เชื้อเพลิงฟอสซิล
But--even though we use far less plastic than we did pre-revolution--the amount of biomass available still isn't enough to fully replace petroleum-based plastics.,แม้ว่าเราจะใช้พลาสติกน้อยกว่าสมัยก่อนการปฏิวัติมาก แต่ปริมาณชีวมวลที่มีอยู่ยังไม่เพียงพอที่จะทดแทนพลาสติกที่ทำจากปิโตรเลียมได้ทั้งหมด
Ban High-Seas Fishing,การห้ามตกปลาในทะเลหลวง
"Ban fishing outside of exclusive economic zones (200 miles from the coast), effectively creating a huge nature preserve. However, most fish are near the coast so ecological benefits and economic impacts will be limited.",ห้ามตกปลานอกเขตเศรษฐกิจจำเพาะ (200 ไมล์จากชายฝั่ง) ทำให้เกิดการอนุรักษ์ธรรมชาติขนาดขนานใหญ่ได้อย่างมีประสิทธิภาพ อย่างไรก็ตาม ปลาส่วนใหญ่อยู่ใกล้ชายฝั่ง ดังนั้นประโยชน์ทางนิเวศวิทยาและผลกระทบทางเศรษฐกิจจึงมีจำกัด
The high seas fishing ban has had benefits...,การห้ามทำประมงในทะเลหลวงมีประโยชน์...
but they have been limited since less than 10% of global fish catch was on the high seas.,แต่ที่ถูกจำกัดเพราะน้อยกว่า 10% ของการจับปลาทั่วโลกอยู่ในทะเลหลวง
Maybe we ought to consider a blanket ban on industrial fishing?,บางทีเราควรพิจารณาการห้ามการประมงเชิงอุตสาหกรรมแบบครอบคลุม?
Asteroid Mining,การขุดดเหมืองบนดาวเคราะห์น้อย
"Build out infrastructure to mine, process, and transport minerals from asteroids.",สร้างโครงสร้างพื้นฐานเพื่อขุด แปรรูป และขนส่งแร่ธาตุจากดาวเคราะห์น้อย
We were able to capture the Davida asteroid and steer it within Earth's orbit and unleash a tremendous amount of lithium and rare earth metals.,เราสามารถดักจับดาวเคราะห์น้อย Davida ได้และดึงให้อยู่ภายในวงโคจรของโลก เพื่อดึงเอาลิเธียมและโลหะหายากจำนวนมหาศาลมา
...no doubt many evironmentally-destructive mining practices will become obsolete...,...ไม่ต้องสงสัยเลยว่าการทำเหมืองที่ทำลายสิ่งแวดล้อมจำนวนมากจะเป็นสิ่งล้าหลัง...
Phase Out Commercial Fishing,เลิกประมงเชิงพาณิชย์
End subsidies for commercial seafood extraction and implement transition programs for workers in the fishing sector.,ยุติเงินอุดหนุนสำหรับการผลิตสารสกัดจากอาหารทะเลเชิงพาณิชย์และดำเนินโครงการเปลี่ยนผ่านสำหรับคนงานในภาคการประมง
"I want my fresh local swordfish, tuna, lobster and crabmeat!",ฉันต้องการให้พื้นที่ท้องถิ่นของฉันมีปลากระโทงดาบ ทูน่า ล็อบสเตอร์ และเนื้อปูสดใหม่!
Now I can't get any of it...,ตอนนี้ฉันหาไม่ได้เลย...
The hairy-nosed otter (Lutra sumatrana) has been seen again!,เจอนากจมูกขน (Lutra sumatrana) อีกแล้ว!
Otters are the best :),นากน่ารักที่สุด :)
"Now a popular manga mascot, this rare otter represents hope and honor.",ปัจจุบันเป็นมาสคอตมังงะยอดนิยม นากหายากตัวนี้เป็นตัวแทนของความหวังและเกียรติยศ
Biodiversity in the oceans is bouncing back!,ความหลากหลายทางชีวภาพในมหาสมุทรกำลังกลับมาอีกครั้ง!
We've seen recovery of old oyster beds and the return of massive schools of cod and sardines.,เราได้เห็นการฟื้นตัวของแหล่งหอยนางรมเก่า และการกลับมาของฝูงปลาคอดและซาร์ดีนจำนวนมหาศาล
Reintroduce Apex Predators,รื้อฟื้นนิเวศวิทยาแห่งความกลัว
A global program to reintroduce predators large and small to a variety of ecosystems. This will increase biodiversity and create resilient ecosystems that can sequester more carbon.,โครงการระดับโลกในการนำสัตว์นักล่าทั้งเล็กและใหญ่กลับคืนสู่ระบบนิเวศที่หลากหลาย ซึ่งจะเพิ่มความหลากหลายทางชีวภาพและสร้างระบบนิเวศที่มีความยืดหยุ่นและสามารถกักเก็บคาร์บอนได้มากขึ้น
"More wolves, lions, cougars, and other large predators means more livestock have been attacked!",หมาป่า สิงโต คูการ์ และสัตว์นักล่าขนาดใหญ่อื่น ๆ มีจำนวนมากขึ้น ส่งผลให้ปศุสัตว์ถูกโจมตีมากขึ้น!
Electric-Arc Furnaces,กระบวนการผลิตเหล็กด้วยวิธีอาร์คไฟฟ้า
"Improved efficiency compared to a blast furnace. Allows steel to be made from 100% scrap material rather than virgin steelmaking from ores, which is less energy intensive.",ปรับปรุงประสิทธิภาพเมื่อเทียบกับเตาถลุงเหล็ก ช่วยให้สามารถผลิตเหล็กจากเศษวัสดุได้ 100% แทนที่จะผลิตเหล็กบริสุทธิ์จากแร่ซึ่งใช้พลังงานน้อยกว่า
We've improved efficiency of this process and converted existing steel manufacturing facilities to use it.,เราได้ปรับปรุงประสิทธิภาพของกระบวนการนี้และเปลี่ยนโรงงานผลิตเหล็กที่มีอยู่ให้ใช้งานได้
Open-Ocean Fish Farms,ฟาร์มปลามหาสมุทรแบบเปิด
"Scale up open ocean fish aquaculture to increase seafood production. This will become more necessary as wild fish populations collapse. It will come at the cost of biodiversity, and of course, the fish themselves.",ขยายขนาดการเพาะเลี้ยงปลาทะเลเปิดเพื่อเพิ่มการผลิตอาหารทะเล โครงการนี้จะมีความจำเป็นมากขึ้นเมื่อประชากรปลาของป่าล่มสลาย แต่ต้องแลกมาด้วยต้นทุนด้านความหลากหลายทางชีวภาพ และแน่นอนว่าต้องแลกมาด้วยชีวิตของปลาด้วย
"Fish aquaculture may have sustained seafood production, but it only shifted fishing pressure from large fish to smaller ones.",การเพาะเลี้ยงปลาอาจมีการผลิตอาหารทะเลอย่างยั่งยืน แต่เพียงเปลี่ยนความกดดันในการจับปลาจากปลาตัวใหญ่ไปเป็นปลาตัวเล็กเท่านั้น
It also incubated new fish pathogens.,อีกทั้งยังเป็นการฟักตัวเชื้อโรคในปลาชนิดใหม่ ๆ อีกด้วย ตั้งแต่ปลาตัวใหญ่ไปจนถึงปลาตัวเล็ก
Battery Storage Network,โครงข่ายจัดเก็บแบตเตอรี่
