English,Translation
Organic Crop Ag,有機農業
"No synthetic fertilizers and pesticides. Uses fertilizers of organic origin such as compost manure, green manure, and bone meal.",化学肥料や農薬を使わない農法。堆肥、緑肥、骨粉なども無農薬で生産された肥料を使用する。
Algae Biofuels,藻類バイオ燃料
"Grows fast and produces oils that can be refined into different biofuels, including jet and diesel fuels and produces sugars useful for making butanol and ethanol.",成長が早いことが特徴で、ジェット燃料やディーゼル燃料を含むさまざまなバイオ燃料に精製できる油と、ブタノールやエタノールの精製に使用可能な糖を生産する。
Vertical Farming,垂直農法
Automated indoor vertical farming. Requires  less water but relies on lights not the sun. Potential to  bring fresh foods directly into communities.,自動化された屋内垂直農法。水の必要量は少ないが、太陽光ではなく人工光に依存する。新鮮な食材を直接地域に供給できる可能性がある。
Next-Gen Solar PV,次世代型太陽光発電
III-V Semiconductors solar panels and perovskite-based panels,III–V族化合物半導体太陽電池とペロブスカイト太陽電池。
This new generation of photovoltaic cells have astounding efficiency improvements.,この新世代の太陽電池は、驚くほど効率が向上しています。
It makes all sorts of applications feasible now!,これによってさまざまな応用が可能になると思います！
Luxury for All,全人類に贅沢品を
"Socialism is about providing not just bread and roses. Perhaps also BVLGARI and Ferraris for all. This policy will raise contentedness, but at a great environmental cost.",社会主義がもたらすのは、パンとバラだけではない。おそらくブルガリやフェラーリをも提供するものだ。この政策は満足度を高めるが、環境コストも跳ね上がる。
"Hey well, I guess I'm a socialist after all!",まあ、結局のところ、私は社会主義者なんですよ！
Bread and roses? Pfft! We demand Cartier and caviar!,パンとバラだぁ？ふん！カルティエとキャビアを要求します！
Carbon Capture and Sequestration,二酸化炭素回収・貯留
Mandate installation of point-source carbon capture and sequestration (CSS) on all fossil-fuel using facilities to store CO2 underground.,すべての化石燃料使用施設に、CO2を固定し地下に貯留するための回収・貯留施設（CSS）の設置を義務付ける。
"We were able to reduce emissions somewhat, but leaks and upstream emissions limited the overall amount.",排出量を多少は減らすことができましたが、漏洩や上部からの排出があり、排出量全体には限界があります。
Space Colony,スペースコロニー
Establish off-world colonies.,地球外に植民地を開拓する。
The off-world colony was a success!,宇宙植民地は成功しました！
Can you hear me?,聞こえますか？
...Hello?,...もしもし？
The connection's really bad.,接続が本当に悪いんです。
In the process our scout probes explored Europa and discovered life-like forms.,その過程で、私たちの偵察探査機はエウロパを探索し、生命体のようなものを発見したのです。
I'll send you the data for further analysis.,さらに解析するためにデータをお送りします。
In the process our robotic scout probes explored Europa,その過程で、私たちのロボット探査機はエウロパを探索しました
The off-world colony was a success!,宇宙植民地は成功しました！
...Hello?,...もしもし？
Can you hear me?,聞こえますか？
The connection's really bad.,接続が本当に悪いんです。
Crack Down on Crypto-Mining,仮想通貨マイニングの取締り
"There is no official money in the post-revolutionary society, but libertarians still use crypto on the black market. Take thousands of these cryptographic-solving machines off the grid to save some electricity.",革命後の社会には公的資金は存在しないが、自由主義者は依然として闇市場で仮想通貨を使用している。電力を節約するために、何千台もの暗号解読マシンを送電網から追放する。
"We've got a lot of extra graphics cards now, not sure what to do with them.",グラフィックカードがたくさん余っているのですが、どうしたらいいのかわかりません。
I guess we could recycle them?,リサイクルできるのではないでしょうか？
Sewage Treatment Plants,下水処理場
"Build a global network of sewage treatment plants. This will clean up rivers and lakes, produce organic fertilizer, restore habitats, and improve health of local inhabitants.",下水処理場の世界的なネットワークを構築する。これにより、川や湖が浄化され、有機肥料を生産でき、生息地が回復し、地域住民の健康を改善することが可能である。
Sewage treatment plants are unglamorous but so vital in improving the quality of  life for people and animals.,下水処理場は地味ですが、人や動物の生活の質を良くするために非常に重要な存在です。
Esperanto,エスペラント語
"Unite humanity in a way it hasn't been since the Tower of Babel. Even better, achieve this goal with an artificial and cosmopolitan language rather than a colonial lingua franca. Once we achieve this goal then the utopia of global equality, peace and prosperity doesn't seem so impossible.",バベルの塔以来の方法で人類は団結する。それを植民地時代の共通語ではなく、人工的で国際的な言語でこの目標を達成するのであれば、なお望ましい。この目標を達成すれば、世界的な平等、平和、繁栄というユートピアは夢物語ではないように思われる。
Lernu la anglan se vi volas gajni monon; lernu Esperanton se vi volas amikiĝi.,Lernu la anglan se vi volas gajni monon; lernu Esperanton se vi volas amikiĝi.（お金を稼ぎたければ英語を学びましょう。 友達を作りたければエスペラント語を学びましょう。）
Expand Nature Preserves,自然保護区の拡大
Increase amount of habitable land under protection to preserve biodiversity.,生物多様性を保全するために、居住可能な土地を保護地域として拡大する。
This level of land protection is great...a good start.,この規模の保護区を設定できたことは素晴らしい…いいスタートが切れたと思います。
Maybe we ought to consider stepping it up a bit?,もっと拡大することを検討した方が良いかもしれませんね？
But quite a lot of land is still left exposed.,しかし、未だ多くの土地が手つかずのままです。
I'm happy that there's more outdoors for me to hike in and enjoy :),私にとっては、ハイキングを楽しめる土地が増えたのは嬉しいことですね(^-^)
Green Hydrogen,グリーン水素
"Invest in the development of infrastructure for zero-carbon hydrogen fuel generation. This makes it easier to decarbonize fuel-based industrial processes like steel and concrete productions, but requires lots of electricity.",ゼロカーボン水素燃料発電のインフラ整備に投資する。これにより、鉄鋼やコンクリート製造のような燃料ベースの工業プロセスの脱炭素化が容易になるが、多くの電力を必要とする。
Research and development improved electrolysis efficiency and built infrastructure...,研究開発により電解効率が向上し、インフラが構築されたことで…
Hydrogen fuel can now be produced and transported on a mass scale without emissions.,現在、CO2を排出せずに、水素燃料を大量生産し、輸送できるようになりました。
Continental Smart Grid,ヨーロッパ大陸のスマートグリッド化
Smart grids can lower the net cost for renewable power by regulating fluctuations with demand response.,スマートグリッドは、電力の需給に応じて電力の分配を自動制御することで、再生可能エネルギーのコストを削減することができる。
We've successfully integrated more renewable energy due to the smart grid's ability to respond to demand and reduce the chance of blackouts.,スマートグリッドによって、需要に対応し停電の発生を減らすことができるため、より多くの再生可能エネルギーを統合することに成功しました。
Cellular Meat,培養肉
"Cell-based meat or ""clean meat"" is in the news, but will it be as popular as meat?",細胞培養肉、あるいは「クリーンミート」と呼ばれる肉が話題になっているが、肉と同じくらい普及するのだろうか？
We've figured out enough of the technical hurdles to start producing cellular meat on a larger scale.,培養肉の生産を拡大するための技術的なハードルは十分にクリアしています。
"Well, I'm glad I can keep eating meat without being guilted by others.",まあ、他人にとやかく言われずに、肉を食べ続けられるのは嬉しいことですよ。
It just doesn't hit the same way as real meat...,本物の肉とそっくり同じというわけにはいきませんけどね…
I just hope the eco-freaks don't try to ban cows next.,環境オタクたちが、次は牛を禁止しようと言い始めないことを祈るばかりです。
Fanonist Curriculum,ファノニストの教育
"New curriculum includes a vast literacy campaign to empower the working class and peasants of the global South. The works of Frantz Fanon, Paulo Freire, Audre Lorde will find a broad audience. This program will improve living conditions in the global South as well as your relationship with the Fanonist.",この新しい教育課程には、南の発展途上国の労働者と農民が力をつけるための識字率向上の大規模な取り組みが含まれる。フランツ・ファノン、パウロ・フレイレ、オードレ・ローデの作品は、幅広い読者受け入れられるだろう。この教育により、南の発展途上国の生活環境を向上させるほか、ファノニストとの関係も改善する。
It's vital for each generation to discover its mission and to fight for it!,各世代が自らの使命を見い出し、そのために戦うことが不可欠です！
Utopian Curriculum,理想郷主義者の教育
"Create a new curriculum that will teach students creative skills such as poetry, traditional weaving, and linear programming -- skills that will make them successful 'social engineers' who will think about future utopian possibilities. They will read classics by Ursula Le Guin, William Morris, Thomas More, and Otto Neurath.",未来のユートピア的な可能性について考える「社会工学者」として成功するスキルとして、詩や伝統的な機織り、線形計画法などの創造的なスキルを学生に教える新しい教育課程を導入する。アーシュラ・K・ル＝グウィン、ウィリアム・モリス、トマス・モア、オットー・ノイラートの古典を読む。
My recycling posters were inspired by Neurath's isotypes. Where would we be today without him!,私のリサイクルのポスターは、ノイラートのデザインしたアイソタイプに触発されて制作したものです。彼がいなかったら今頃どうなっていたでしょう！
Consumerist Curriculum,消費者の代表の教育
"Create a new curriculum that won't teach critical thinking, but rather greed and mindless individualism. Just get a good job and try to keep up with the Joneses. Books by Steven Pinker and Thomas Friedman are often assigned; 'American Psycho' is taught unironically. This curriculum improves your relationship to the Consumerist.",批判的思考ではなく、貪欲で愚かな個人主義を植え付ける新しい教育課程を導入する。いい仕事に就き、世間に遅れをとらないようにしなさい。スティーブン・ピンカーやトーマス・フリードマンの本を読む。『アメリカン・サイコ』は、皮肉ではなく素直に受け止められる。この教育課程は「消費者の代表」との関係を改善する。
Education is about training people for jobs that pay well.,教育とは、、高収入の仕事に就く人材を訓練することです。
"These jobs might not be fun, but you can afford that fancy electric car or a trip to Cuba (for the beach, not the planning bureau).",そういった仕事はつまらないかもしれませんが、電気自動車を買ったりや(企画局に出向くのではなく、ビーチで遊ぶための)キューバ旅行を計画する余裕ができます。
Close Borders,国境封鎖
"Close borders between regions to slow down the movement of climate refugees. It will keep rich countries content but could spell doom for poor, hotter ones.",気候難民の移動を遅らせるべく国境を封鎖する。豊かな国はそれで満足するかもしれないが、酷暑に喘ぐ貧しい国には破滅をもたらす可能性がある。
"Closing the border is a tough decision, I know.",国境を閉鎖するのが、難しい決断であることは承知しています。
...and people are always the most troublesome variable.,...最も厄介な変数は、常に民衆です。
All these problems become easier to manage if you can simplify your variables...,これらすべての問題は、変数を単純化できれば管理が容易になりますが...
But it's for the greater good. Otherwise things would spiral out of control.,でもそれは大義のためです。さもなければ、物事は制御不能に陥いるでしょう。
Rotational Grazing,輪換放牧
"Cycle livestock through different pastures to allow other parts to regrow and recover. Sceptics think it will not have much of an effect, but it is popular with consumers.",家畜を異なる牧草地に循環させることで、土地の再生と回復を促す。大した効果はないと疑いの目を持つ人も多いが、消費者には支持されている。
This didn't really do much.,これはあまり効果がありませんでした。
Ecofeminist Curriculum,エコフェミニストの教育
"This new curriculum will teach students to think critically about the supposed objectivity of science or the naturalness of patriarchy. Students will read classics such as the 'Cyborg Manifesto', the 'Sexual Politics of Meat', the 'Parable of the Sower'. This policy will improve your relationship with the Ecofeminist.",この新しい教育課程では、科学の客観性や、家父長制は自然なことという考えに対して批判的に考えるよう教えるものである。「サイボーグ宣言」、「肉食という性の政治学」、「Parable of the Sower（未邦訳）」などの古典を読む。この教育課程は「エコフェミニスト」との関係を改善する。
The students have organized a local group to implement multistrata agroforestry. Will you support them?,学生たちが多層型アグロフォレストリー（森林農業）を実践するための地元チームを組織しました。あなたは彼らを支援をしますか？
Sure.,もちろん。
"Multistrata agroforestry is a system for various types of crops to benefit each other, while also being a place where people of different ages and professions can work together.",多層型アグロフォレストリー（森林農業）は、様々な種類の作物が相互に恩恵を与え合うシステムであり、同時に、年齢や職業が異なる人々が共に働ける場でもあります。
Underwater Biosphere,海上都市
"Build a self-sustainable underwater habitat for long-term human, plant and animal habitation.",人間、植物、動物の長期的な生活のために、自立しており持続可能海上居住地区を構築する。
We did it!,やりました！
"We've built the perfect self-sufficient biosphere with built-in systems to manage air, water, food and electricity.",私たちは、空気、水、食料、電気を管理するシステムを備えた、完全な自給自足の生物圏を構築しました。
"I'm not sure anyone would want to *live* in these domes, but they provide a great environment for research.",これらのドームに「暮らしたい」と思う人がいるかどうかはわかりませんが、研究には最適な環境ですよ。
"While the center bio-dome monitors life-support operations, humans, plants and animals would live and interact in the surrounding domes.",中央のバイオドームが生命維持活動を監視しており、人間、植物、動物は周囲のドームで生活し相互作用します。
Phage Therapy,ファージ療法
"Research the use of viruses ('phages') to kill bacteria. See this as a global insurance policy against the eventual obsolescence of antibiotics due to antimicrobial resistance (AMR). Phages might not be as effective as antibiotics, but they are better than nothing.",細菌を殺すためのウイルス「バクテリオファージ」を活用する研究。これは薬剤耐性による抗生物質の無力化に対する、世界的な保険的手段として考えられている。ファージによる治療は、抗生物質ほど効果的とは言えないが少しは効果がある。
"It was a major effort, but it will be worthwhile. AMR might kill ten million people a year.","大変な労力がかかるでしょうが、それだけの価値はあります。薬剤耐性（AMR）は、年間 1,000 万人の命を奪う可能性があるのです。"
It would be better if we addressed the causes of AMR by shrinking the industrial livestock industry and improving living standards in the Global South...,工業システム型農業を縮小し、南の発展途上国の生活水準を向上させることで、薬剤耐性（AMR）の原因に対処するべきでしょう…
Suspend Parliament,議会の停止
"Suspend parliament so that nothing gets in the way of your plans. This will give you some time and political capital carry out your agenda, but discontent will increase.",あなたの計画の邪魔にならないよう、議会を一次停止する。これによりあなたは計画を実行するための時間と政治資金に猶予を得ることができるが、不満は増大するだろう。
We have taken over the global parliament and sent the legislators home.,私たちは世界議会を乗っ取り、議員を帰国させました。
The revolution that overthrew capitalism was not so long ago.,資本主義を打倒した革命は、それほど昔の話ではありません。
They can rise up again.,再び立ち上がることができます。
You will be able to pass any laws you want by decree.,あなたが望むどんな法律でも、政令によって可決できるようになります。
"Yet, the people are seething underneath your boot.",しかし、あなたが踏みにじった人々はそれを忘れません。
Soil Fertility AI,土壌肥沃度のAI解析
"A sensing layer for all the world's farms. pH level, temperature, Moisture content and NPK (nitrogen, phosphorus, and potassium) to help to evaluate and manage soil fertility.",pH、温度、含水率、NPK (窒素、リン、カリウム)など土壌肥沃度の評価と管理に役立つ情報を収集する全世界の農場のセンシングレイヤー。
We've seen a modest boost in crop yields from this new infrastructure.,この新しい設備によって、収穫量はわずかながら増加したようです。
"Strangely, we keep getting emails from the spinach saying they want 10x as much nitrogen than necessary.",不思議なことに、ホウレンソウからは必要量の10倍の窒素が欲しいというメールが何度も届いています。
Mine Moon for Tritium,月でトリチウムを採掘する
"Tritium is a rare fuel used in fusion reactors, but it is plentiful on the moon.",トリチウムは核融合炉で使われる希少な燃料だが、月には豊富に存在している。
Well the mining initiative was a success!,さあ、採掘計画は成功です！
"We've tapped into enough tritium to cover our fusion needs for, well, forever as far as I can tell.",核融合に必要なトリチウムを、私の知る限り永遠に手にしました。
Reconcile Town and Country,都会と田舎の垣根を取り払う
"Achieve a goal set out in the Communist Manifesto: the 'gradual abolition of all the distinction between town and country by a more equable distribution of the populace over the country.' Bring culture into the countryside to combat the 'idiocy' of rural life. Bring farms and gardens into the city, so people can discover their green thumbs.",共産党宣言に掲げられた目標、すなわち「国全体における人口のより平等な分配により、都会と田舎の間のすべての区別を段階的に廃止すること」を達成する。 「時代遅れ」な農村生活に、都会の文化を持ち込もう。 都会に農場や庭園を作れば、人々が園芸に目覚めるだろう。
Quite a lot of people have made the move to the countryside.,かなりの人が田舎に移住しました。
Most have reported it as an improvement in their quality of life.,ほとんどの人が生活の質が向上したと報告しています。
"It's a lot quieter, and the fresh air has done wonders for me.",とても静かで、新鮮な空気には素晴らしい効果がありました。
Organic and fossil-free agriculture requires more labor than industrial farming.,有機農業や化石燃料を使わない農業は、工業システム型農業よりも多くの労働力を必要とします。
Mass Electrification,大規模電力化
"Mass electrify services and devices that typically rely on fuels and not electricity, such as transportation and major industrial processes (e.g. steel and concrete).",輸送や主要な産業工程（鉄鋼やコンクリートなど）など、通常は電気ではなく燃料に依存するサービスや機器を大規模で電化する。
You hear that?,聞きましたか？
...just the sweet hum of electricity.,…電気の甘い調べだけ。
"No more roaring and rattling of engines, the sputtering and belching of combustion...",もうエンジンのゴウゴウ、ガタガタした音も、燃焼のパチパチ、ゴロゴロした音もない…
...music to my ears.,…私の耳には音楽が聞こえる。
...,…
"Gadgets, Fast Fashion, and Endless TV",ガジェット、ファストファッション、テレビの垂れ流し
Improve morale the easy way. The Romans had bread and circuses...,お手軽に士気を高める方法。ローマ人にはパンとサーカスを与えておけ…
I love watching old shows that I've already seen a dozen times.,もう何十回も見たような昔の番組を見るのが好きなんです。
Something about it makes me feel comforted by the nostalgia.,懐かしくて心が癒やされますね。
Drought-Resistant Crops,耐乾性作物
Develop new more drought-resistant varieties and encourage the adoption of existing drought-resistant crops.,より乾燥に強い新品種を開発し、既存の乾燥に強い作物の導入を促す。
Droughts aren't nearly as devastating as they once were thanks to these new varieties.,これらの新しい品種のおかげで、干ばつは以前ほど被害を出さなくなりました。
Glad I can rest a bit easier now.,これで少しは安心して休めるようになって良かったです。
They're especially welcome in regions normally at high risk for water shortages.,特に、水不足のリスクが高い地域で歓迎されています。
Direct Air Capture,ダイレクトエアキャプチャー（DAC）
Install DAC units to take CO2 out of the atmosphere.,DAC（DAC：Direct Air Capture）装置を設置して、大気からCO2を回収する。
"The first DAC installations are up and running, and sucking carbon out of the air.",DACの第一号機が稼働し、空気中から二酸化炭素を吸着しています。
"It's not a huge amount though, and it needs a lot of energy.",とはいえ、大した量ではないので、かなりのエネルギーを必要とします。
"You can expand the DAC capacity in the planning tool, if you want.",必要であれば、研究によってDACの容量を拡張することができます。
Food Waste Campaign,食品ロスNO運動
Begin a campaign to address food waste across all parts of the food system.,フードチェーンのあらゆる場面において、食品ロスを削減するキャンペーンを開始する。
The Food Waste Campaign has been very successful!,食品ロスNO運動は大成功でした！
We have a reliable stream of extra organic material too.,余剰の有機物も確実に回収できています。
"We could process this into biomaterials, such as crichton from crab shells, and streamline the process for large scale production.",カニの殻などからキチン質などのバイオマテリアルに加工し、効率化を進めて大量生産できるようにすることができます。
Animal Liberationist Curriculum,動物解放主義者の教育
"Give students an anti-speciesist education where they question human supremacy. After all, what makes us so different from animals? Students will read classics such as 'Beasts of Burden', 'Animal Liberation', and 'Zoopolis'. This educational program will improve your relations with the Animal Liberationist.",人間至上主義に疑問を持つように、非人間中心主義的教育を生徒に行う。結局のところ、私たちと動物は何がそんなに違うのだろうか？「Beasts of Burden」、「動物の解放」、「人と動物の政治共同体」 などの古典を読む。この教育政策は、動物解放主義者との関係を改善する。
The new curriculum instills children with a sense of compassion for all human and non-human animals.,この新しい教育課程は、子供たちに、すべての人間と人間以外の動物に対する思いやりの心を育むものである。
Carbon-Negative Concrete,カーボンネガティブ・コンクリート
Scale up carbon-negative concrete production processes.,カーボンネガティブ型コンクリートの製造を拡大する。
We've seen modest CO2 emission reductions by adapting lower impact production processes.,負荷の少ない生産プロセスを採用することで、CO2 排出量が若干削減されています。
Artificial Moons,人工衛星
Illuminate cities using satellites that will reflect sunlight onto nighttime cities below. This project will marginally lower electrical demand and will adversely affect nocturnal animals.,人工衛星を利用して、夜間の都市に太陽光を反射させ、都市を照らす。このプロジェクトは、電力需要をわずかに減少させるが、夜行性動物に悪影響を及ぼす。
We have turned night into day! We can control the Earth like an artifact.,私たちは夜を昼に変えました！私たちは地球を人工物のようにコントロールすることができるのです。
High-Density Batteries,高エネルギー密度蓄電池
"Develop higher-density alternatives to existing batteries, expanding where they can be used.",既存の電池に代わる、より高エネルギー密度の電池を開発し、使用できる範囲を拡大する。
Batteries are a tricky thing. They've heavy and material intensive.,バッテリーは取り扱いが難しいものです。重量があるし、材料がたくさん必要です。
That means we can use batteries in a lot of places that we couldn't before.,すなわち、これまで使用できなかった多くの場所でバッテリーを使用できるようになるのです。
"But we've figured out a few ways to make them more economical, and lighter too.",しかし、私たちはより安価に、軽量化しする技術を考案しました。
Expand Recycling,リサイクルの拡大
Expand recycling infrastructure to rural and undeveloped areas and implement research and development initiatives in electronics recycling and plasma gasification.,リサイクルインフラを地方や未開発地域にも拡大し、電子機器のリサイクルやプラズマガス化の研究開発を実施する。
"The new global recycling program has helped keep plastic out of the ocean, as well as other ecosystems.",この新しい世界的なリサイクルの施策によって、プラスチックが海だけでなく、他の生態系からも排除されるようになりました。
It also made the world a bit nicer to live in for humans.,また、人間にとっても少しは住みやすい世の中になったのではないでしょうか。
The elderly folks in my town love hanging out around the drop off facilities making sure people put the correct recyclables in the right bin.,私の町のお年寄りたちは、リサイクルできるゴミを正しいゴミ箱に入れろと注意したくて、ゴミ捨て場の周りをよくうろついていますよ。
Abolish Zoos,動物園の廃止
"Animals in zoos suffer high mortality, depression, stress, and injuries from patrons. Veterinarians speak of 'zoochosis', where animals pace or sway repetitively. This policy will release animals back into the wild when possible, and place others in sanctuaries.",動物園の動物は、高い死亡率、うつ病、ストレス、そして利用者から傷つけられることに苦しんでいる。獣医師の間では、動物が何度も歩調を合わせたり、体を揺らしたりする 「ズーコシス 」 という言葉がある。この政策において、可能な限り動物を野生に戻し、その他の動物は保護区に収容する。
"We don't put people in cages anymore, so why do we still think it's ok for animals?",人間を檻の中に入れることはなくなったのに、なぜ動物なら良いと思うのでしょうか？
I say good riddance to those horrendous institutions of suffering.,私は、そんな恐ろしい苦しみの施設とはおさらばしたいと思います。
Eliminate Natural Predation,自然界の捕食を排除する
"Some say the end point of animal liberation is the ending of all suffering, both amongst farm animals and wild ones. This research project will require planned habitats, cross-species immunocontraception, swimming nanorobots, gene editing, and super computers to manage a global ecosystem free from pain.",動物解放の終着点は、家畜も野生動物もすべての動物の苦痛を終わらせることだという意見がある。この施策では、地球規模の生態系における苦痛を管理するために、計画的内側地、異種間の免疫避妊、水中ナノロボット、遺伝子編集、スーパーコンピューターを駆使する必要がある。
"It was quite the undertaking, and an incredibly complex project, but it was worth it in the end.",それはかなりの大仕事であり、信じられないほど複雑な計画でしたが、最終的にはそれだけの価値がありました。
"I can sleep soundly tonight knowing that no animal is at risk of being hunted, whether by humans or by other animals.",人間であれ他の動物であれ、何者かに狩られる危険にさらされてる動物がいなくなったと思うと、今夜はぐっすり眠れそうです。
Feminist Science and Technology Studies,フェミニスト科学技術論
Reform the scientific establishment by integrating the insights of forty years of feminist science and technology studies. Help scientists become more self-aware of their own biases and the limits of scientific 'objectivity'. Expand the ranks of scientists by recruiting more women to the highest ranks of their disciplines. All of this will amount to a new scientific revolution.,40年にわたるフェミニスト科学技術研究の成果を統合することにより、科学的体制を改革する。科学者が自分自身の偏見と科学的「客観性」の限界をより自覚できるよう支援する。より多くの女性を各分野の最高位に採用することで、科学者の地位を拡大する。これらはすべて、新たな科学革命につながるだろう。
We've been able to collect much more dynamic data about how the Earth is changing after establishing new kinds of studies.,新しい種類の研究を確立したことで、地球がどのように変化しているのか、はるかに動的なデータを収集することができるようになりました。
Expand Public Transit,公共交通機関の拡充
A global effort to develop new comprehensive public transit networks and upgrade ailing existing networks.,新しい包括的な公共交通網を整備し、問題のある既存交通網の改善を目的とした世界的な取り組み。
"The city air feels fresher somehow, you know?",なんだか街の空気が新鮮に感じられませんか？
...and these new systems are clogging up the roads and make driving a pain.,...そして、これらの新しいシステムが道路を渋滞させることで、運転が苦痛なものになっています。
(even though I don't use it myself),（自分では使ってないですが）
Well I'm all for public transit...,まあ、私は公共交通機関には賛成です…
Communities affected most by highway infrastructure are experiencing less air pollution and increased health.,高速道路インフラの影響を最も受けている地域では、大気汚染が減少し、健康状態が改善されています。
I guess less people are driving now that public transit is so convenient.,公共交通機関が便利になったので、車を運転する人が少なくなったのではないでしょうか。
Factory Farming Reform,工業システム型畜産
"Slaughterhouses are still brutal, but for now the kill lines will be slower and some of the worst practices have been banned, such as de-beaking, tail docking, and horn bud burning, as well as feeding animals feces, carcasses, candy, and garbage.",屠殺場は依然として残酷な場所であるが、当面は屠殺のペースを落とし、鶏のクチバシの切断、羊の断尾、牛の除角や、糞・菓子・ゴミを給餌として与えるなどの最低な行為を禁止する。
I feel way less guilty about eating meat now!,肉を食べることへの罪悪感がずいぶん減りました！
This is a bunch of incrementalist garbage!,こんなの増え続ける大量のゴミくずだ！
Slaughterhouse jobs have also gotten much less grim.,屠殺場の仕事は、以前ほど過酷ではなくなりました。
"A bigger cage is still a cage, and a death sentence still a death sentence!",大きくなろうが檻は檻だし、死刑は死刑だ！
"But it's gotten harder to find meat, which I'm not happy about.",でも、お肉を手に入れにくくなったのは少し残念です。
Slaughterhouse jobs are better now,屠殺場の仕事は今よりマシになります。
Agricultural Robotics,農業ロボット
"Increasing production yields for farmers using robots to reduce human labor for tasks like spraying and weeding, crop harvesting, seeding and planting, soil analysis, and livestock feeding.",農業ロボットを使用して、農薬散布や除草、作物の収穫、種まき、植え付け、土壌分析、家畜の給餌などの作業にかかる人間の労力を軽減し、農家の生産量を増加させる。
These robots are...ok.,このロボットたちは…OK！
"But they've freed up some time, so I'm happy about that.",でも時間に余裕ができたので、それは結構嬉しいですね。
"They still can't handle a lot of environmental conditions encountered on a farm, but they've found some consistent uses.",ロボットたちは農場で起こるさまざまな状況の多くにまだ対処できませんが、安定して使える方法をいくつか見つけました。
"Nothing compared to my AI, but I don't have to manipulate delicate plants or tread through muddy soil!",私の AI に匹敵するものではありませんが、私が繊細な植物を操作したり、泥だらけの土を踏む必要はありません。
And they kill *a lot* of bugs and other critters...,そして、ロボットは「たくさん」の虫などの生き物を殺してしまうでしょう...
Nuclear Fusion,核融合
"Conduct research into nuclear fusion. Odds of success are low and fusion still has many of the drawback of fission (radioactive waste, water-use for coolant, reliant on rare resources), though improved. Still, a possible source of low-carbon plentiful energy.",核融合について研究を行う。核融合は、改善されてきたとはいえ、核分裂にまつわる多くの課題（放射性廃棄物、冷却水への水の使用、希少資源への依存）があり、成功の可能性は低い。しかし、低炭素で強力なエネルギー源となる可能性を秘めている。
Success!,成功です！
"It was always 20 years in the future, and it seems like it actually was.",それは常に20年後の未来であり、実際にそうだったように思えます。
"It's not *free* energy, but it's a lot better than what we had before.",それは「フリー」エネルギーではありませんが、従来のものよりもはるかに優れています。
Our research has failed.,私たちの研究は失敗に終わりました。
Fusion power might never become a reality...,核融合発電は決して実現しないのかもしれない...
Ocean Iron Fertilization,海洋への鉄散布
"Dump iron into the oceans to stimulate diatom growth, which might sequester four gigatonnes of CO2 a year. This technique might not work and could have detrimental ecological effects.",鉄を海洋に投棄し珪藻の成長を促進すると、年間 4 ギガトンのCO2が吸収される可能性がある。この手法は効果がない可能性があり、さらに生態系に有害な影響を与える可能性がある。
"The experiment succeeded in drawing down carbon from the atmosphere, but it had an uninteded side-effect...",この実験は大気中から炭素を取り込むことに成功しましたが、思わぬ副作用もありました…
"The rotting algae formed anoxic dead zones on the abyssal plains, killing much ocean life...",腐敗した藻類は、海底に無酸素化・貧酸素化した水域を形成し、多くの海洋生物を死に至らしめました…
"The abundance of diatoms not only sequestered carbon, but fed millions of salmon fry and other marine life. This was a great success!",豊富な珪藻は炭素を固定するだけでなく、何百万ものサケの稚魚やその他の海洋生物を養うことができました。これは大成功でした！
"I suppose iron wasn't a major limiting nutrient, because the blooms of diatoms are rather minor.",珪藻の発生はむしろ少ないので、鉄は主要な制限要素ではなかったのではないでしょうか。
Back to the drawing board!,振り出しに戻れ！
Global Demilitarization,世界的な軍事縮小
Begin global program to destroy weapons and scale down military and police budgets around the world.,世界中で兵器を廃棄し、世界の軍事・警察の予算を削減する。
"Demilitarization resulted in a significant drop in global emissions, as well as an increase in global outlook and untold tons of salvageable metals.",非武装化により世界のCO2排出量は大幅に減少し、また、世界的な展望が高まり、数え切れないほどの金属が回収可能になりました。
We're totally defenceless now...,もう私たちは完全に無力です…
Don't expect me to help you when you're in a fix.,あなたが困ったときに、私が助けられると思わないでください。
Psyop,心理作戦
"Carry out 'psychological operations' to increase your political support and discredit your opponents. This can take the form of propaganda, influencing the media, staging events to create the appearance of popular support.",政治的支持を増やし、敵対者の信用を貶めるための「心理作戦」 を実行する。これはメディアに影響を与えたり、イベントを企画して大衆の支持を演出したりというプロパガンダの手法を取る。
"I'm glad you agreed to trust me. I'll make things easier for you, but don't ask me how I do it.",私を信頼してくれてうれしいです。 私はあなたが行うことを簡単にしてあげますが、それをどうやってやるかは聞かないでください。
Champagne Socialism,シャンパン社会主義
"Make champagne an everyday luxury. After all, socialism is about roses as well as bread.",シャンパンを日々の彩りにしよう。結局のところ、社会主義にはパンだけでなくバラも重要なのだ。
"I know the guy who makes these beautiful wines, no sulfates, all natural.",私は、硫酸塩を一切使わず、すべて自然のものから醸造した素晴らしいワインを作っている人を知っています。
We should go up to see his vineyard sometime.,いつか彼のブドウ畑を見学に行くべきです。
Remove Fetters on the Forces of Production!,生産力の足枷を外せ!
Rapidly increase development throughout the world to catch up to Global North levels.,北の先進諸国の水準に追いつくべく、世界各地の開発を急速に推進する。
